M154;(OSTEO)ARTROSIS EROSIVA|
Y049;AGRESION CON FUERZA CORPORAL EN LUGAR NO ESPECIFICADO|
Y046;AGRESION CON FUERZA CORPORAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y043;AGRESION CON FUERZA CORPORAL, EN AREAS DE DEPORTE Y ATLETISMO|
Y044;AGRESION CON FUERZA CORPORAL, EN CALLES Y CARRETERAS|
Y045;AGRESION CON FUERZA CORPORAL, EN COMERCIO Y AREA DE SERVICIOS|
Y042;AGRESION CON FUERZA CORPORAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
Y047;AGRESION CON FUERZA CORPORAL, EN GRANJA|
Y041;AGRESION CON FUERZA CORPORAL, EN INSTITUCION RESIDENCIAL|
Y048;AGRESION CON FUERZA CORPORAL, EN OTRO LUGAR ESPECIFICADO|
Y040;AGRESION CON FUERZA CORPORAL, EN VIVIENDA|
X88X;AGRESION CON GASES Y VAPORES|
X886;AGRESION CON GASES Y VAPORES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X883;AGRESION CON GASES Y VAPORES, EN AREAS DE DEPORTE Y ATLETISMO|
X884;AGRESION CON GASES Y VAPORES, EN CALLES Y CARRETERAS|
X885;AGRESION CON GASES Y VAPORES, EN COMERCIO Y AREA DE SERVICIOS|
X882;AGRESION CON GASES Y VAPORES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
X887;AGRESION CON GASES Y VAPORES, EN GRANJA|
X881;AGRESION CON GASES Y VAPORES, EN INSTITUCION RESIDENCIAL|
X889;AGRESION CON GASES Y VAPORES, EN LUGAR NO ESPECIFICADO|
X888;AGRESION CON GASES Y VAPORES, EN OTRO LUGAR ESPECIFICADO|
X880;AGRESION CON GASES Y VAPORES, EN VIVIENDA|
X97X;AGRESION CON HUMO, FUEGO Y LLAMAS|
X976;AGRESION CON HUMO, FUEGO Y LLAMAS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X973;AGRESION CON HUMO, FUEGO Y LLAMAS, EN AREAS DE DEPORTE Y ATLETISMO|
X974;AGRESION CON HUMO, FUEGO Y LLAMAS, EN CALLES Y CARRETERAS|
X975;AGRESION CON HUMO, FUEGO Y LLAMAS, EN COMERCIO Y AREA DE SERVICIOS|
X972;AGRESION CON HUMO, FUEGO Y LLAMAS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
X977;AGRESION CON HUMO, FUEGO Y LLAMAS, EN GRANJA|
X971;AGRESION CON HUMO, FUEGO Y LLAMAS, EN INSTITUCION RESIDENCIAL|
X979;AGRESION CON HUMO, FUEGO Y LLAMAS, EN LUGAR NO ESPECIFICADO|
X978;AGRESION CON HUMO, FUEGO Y LLAMAS, EN OTRO LUGAR ESPECIFICADO|
X970;AGRESION CON HUMO, FUEGO Y LLAMAS, EN VIVIENDA|
X96X;AGRESION CON MATERIAL EXPLOSIVO|
X966;AGRESION CON MATERIAL EXPLOSIVO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X963;AGRESION CON MATERIAL EXPLOSIVO, EN AREAS DE DEPORTE Y ATLETISMO|
X964;AGRESION CON MATERIAL EXPLOSIVO, EN CALLES Y CARRETERAS|
X965;AGRESION CON MATERIAL EXPLOSIVO, EN COMERCIO Y AREA DE SERVICIOS|
X962;AGRESION CON MATERIAL EXPLOSIVO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
X967;AGRESION CON MATERIAL EXPLOSIVO, EN GRANJA|
X961;AGRESION CON MATERIAL EXPLOSIVO, EN INSTITUCION RESIDENCIAL|
X969;AGRESION CON MATERIAL EXPLOSIVO, EN LUGAR NO ESPECIFICADO|
X968;AGRESION CON MATERIAL EXPLOSIVO, EN OTRO LUGAR ESPECIFICADO|
X960;AGRESION CON MATERIAL EXPLOSIVO, EN VIVIENDA|
X99X;AGRESION CON OBJETO CORTANTE|
X996;AGRESION CON OBJETO CORTANTE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X993;AGRESION CON OBJETO CORTANTE, EN AREAS DE DEPORTE Y ATLETISMO|
X994;AGRESION CON OBJETO CORTANTE, EN CALLES Y CARRETERAS|
X995;AGRESION CON OBJETO CORTANTE, EN COMERCIO Y AREA DE SERVICIOS|
X992;AGRESION CON OBJETO CORTANTE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
X997;AGRESION CON OBJETO CORTANTE, EN GRANJA|
X991;AGRESION CON OBJETO CORTANTE, EN INSTITUCION RESIDENCIAL|
X999;AGRESION CON OBJETO CORTANTE, EN LUGAR NO ESPECIFICADO|
X998;AGRESION CON OBJETO CORTANTE, EN OTRO LUGAR ESPECIFICADO|
X990;AGRESION CON OBJETO CORTANTE, EN VIVIENDA|
Y00X;AGRESION CON OBJETO ROMO O SIN FILO|
Y006;AGRESION CON OBJETO ROMO O SIN FILO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y003;AGRESION CON OBJETO ROMO O SIN FILO, EN AREAS DE DEPORTE Y ATLETISMO|
Y004;AGRESION CON OBJETO ROMO O SIN FILO, EN CALLES Y CARRETERAS|
Y005;AGRESION CON OBJETO ROMO O SIN FILO, EN COMERCIO Y AREA DE SERVICIOS|
Y002;AGRESION CON OBJETO ROMO O SIN FILO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLIC|
Y007;AGRESION CON OBJETO ROMO O SIN FILO, EN GRANJA|
Y001;AGRESION CON OBJETO ROMO O SIN FILO, EN INSTITUCION RESIDENCIAL|
Y009;AGRESION CON OBJETO ROMO O SIN FILO, EN LUGAR NO ESPECIFICADO|
Y008;AGRESION CON OBJETO ROMO O SIN FILO, EN OTRO LUGAR ESPECIFICADO|
Y000;AGRESION CON OBJETO ROMO O SIN FILO, EN VIVIENDA|
X89X;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS|
X896;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN AREA INDUSTRIAL Y DE LA|
X893;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN AREAS DE DEPORTE Y ATLE|
X894;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN CALLES Y CARRETERAS|
X895;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN COMERCIO Y AREA DE SERV|
X892;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN ESCUELAS, OTRAS INSTITU|
X897;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN GRANJA|
X891;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN INSTITUCION RESIDENCIAL|
X899;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN LUGAR NO ESPECIFICADO|
X898;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN OTRO LUGAR ESPECIFICADO|
X890;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN VIVIENDA|
X87X;AGRESION CON PLAGUICIDAS|
X876;AGRESION CON PLAGUICIDAS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X873;AGRESION CON PLAGUICIDAS, EN AREAS DE DEPORTE Y ATLETISMO|
X874;AGRESION CON PLAGUICIDAS, EN CALLES Y CARRETERAS|
X875;AGRESION CON PLAGUICIDAS, EN COMERCIO Y AREA DE SERVICIOS|
X872;AGRESION CON PLAGUICIDAS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
X877;AGRESION CON PLAGUICIDAS, EN GRANJA|
X871;AGRESION CON PLAGUICIDAS, EN INSTITUCION RESIDENCIAL|
X879;AGRESION CON PLAGUICIDAS, EN LUGAR NO ESPECIFICADO|
X878;AGRESION CON PLAGUICIDAS, EN OTRO LUGAR ESPECIFICADO|
X870;AGRESION CON PLAGUICIDAS, EN VIVIENDA|
X90X;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS|
X906;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN AREA INDUSTRIAL Y DE LA CO|
X903;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN AREAS DE DEPORTE Y ATLETIS|
X904;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN CALLES Y CARRETERAS|
X905;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN COMERCIO Y AREA DE SERVICI|
X902;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN ESCUELAS, OTRAS INSTITUCIO|
X907;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN GRANJA|
X901;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN INSTITUCION RESIDENCIAL|
X909;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN LUGAR NO ESPECIFICADO|
X908;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN OTRO LUGAR ESPECIFICADO|
X900;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN VIVIENDA|
X86X;AGRESION CON SUSTANCIA CORROSIVA|
X866;AGRESION CON SUSTANCIA CORROSIVA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X863;AGRESION CON SUSTANCIA CORROSIVA, EN AREAS DE DEPORTE Y ATLETISMO|
X864;AGRESION CON SUSTANCIA CORROSIVA, EN CALLES Y CARRETERAS|
X865;AGRESION CON SUSTANCIA CORROSIVA, EN COMERCIO Y AREA DE SERVICIOS|
X862;AGRESION CON SUSTANCIA CORROSIVA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS|
X867;AGRESION CON SUSTANCIA CORROSIVA, EN GRANJA|
X861;AGRESION CON SUSTANCIA CORROSIVA, EN INSTITUCION RESIDENCIAL|
X869;AGRESION CON SUSTANCIA CORROSIVA, EN LUGAR NO ESPECIFICADO|
X868;AGRESION CON SUSTANCIA CORROSIVA, EN OTRO LUGAR ESPECIFICADO|
X860;AGRESION CON SUSTANCIA CORROSIVA, EN VIVIENDA|
X98X;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES|
X986;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X983;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN AREAS DE DEPORTE Y ATLETISMO|
X984;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN CALLES Y CARRETERAS|
X985;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN COMERCIO Y AREA DE SERVICIOS|
X982;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS AD|
X987;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN GRANJA|
X981;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN INSTITUCION RESIDENCIAL|
X989;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN LUGAR NO ESPECIFICADO|
X988;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN OTRO LUGAR ESPECIFICADO|
X980;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN VIVIENDA|
X926;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X923;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN AREAS DE DEPORTE Y ATLETISMO|
X924;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN CALLES Y CARRETERAS|
X925;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN COMERCIO Y AREA DE SERVICIOS|
X922;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBL|
X927;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN GRANJA|
X921;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN INSTITUCION RESIDENCIAL|
X929;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN LUGAR NO ESPECIFICADO|
X928;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN OTRO LUGAR ESPECIFICADO|
X920;AGRESION POR  AHOGAMIENTO Y SUMERSION, EN VIVIENDA|
X92X;AGRESION POR AHOGAMIENTO Y SUMERSION|
X91X;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION|
X916;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
X913;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN AREAS DE DEPORTE Y ATLETISMO|
X914;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN CALLES Y CARRETERAS|
X915;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN COMERCIO Y AREA DE SERVICIOS|
X912;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS A|
X917;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN GRANJA|
X911;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN INSTITUCION RESIDENCIAL|
X919;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN LUGAR NO ESPECIFICADO|
X918;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN OTRO LUGAR ESPECIFICADO|
X910;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN VIVIENDA|
Y03X;AGRESION POR COLISION DE VEHICULO DE MOTOR|
Y036;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y033;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN AREAS DE DEPORTE Y ATLETISMO|
Y034;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN CALLES Y CARRETERAS|
Y035;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN COMERCIO Y AREA DE SERVICIOS|
Y032;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS|
Y037;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN GRANJA|
Y031;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN INSTITUCION RESIDENCIAL|
Y039;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN LUGAR NO ESPECIFICADO|
Y038;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN OTRO LUGAR ESPECIFICADO|
Y030;AGRESION POR COLISION DE VEHICULO DE MOTOR, EN VIVIENDA|
Y02X;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO|
Y026;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN AREA INDUSTRIAL Y DE|
Y023;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN AREAS DE DEPORTE Y A|
Y024;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN CALLES Y CARRETERAS|
Y025;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN COMERCIO Y AREA DE S|
Y022;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN ESCUELAS, OTRAS INST|
Y027;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN GRANJA|
Y021;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN INSTITUCION RESIDENC|
Y029;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN LUGAR NO ESPECIFICAD|
Y028;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN OTRO LUGAR ESPECIFIC|
Y020;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN VIVIENDA|
Y01X;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO|
Y016;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y013;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN AREAS DE DEPORTE Y ATLETISMO|
Y014;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN CALLES Y CARRETERAS|
Y015;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN COMERCIO Y AREA DE SERVICIOS|
Y012;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVA|
Y017;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN GRANJA|
Y011;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN INSTITUCION RESIDENCIAL|
Y019;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN LUGAR NO ESPECIFICADO|
Y018;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN OTRO LUGAR ESPECIFICADO|
Y010;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN VIVIENDA|
Y09X;AGRESION POR MEDIOS NO ESPECIFICADOS|
Y096;AGRESION POR MEDIOS NO ESPECIFICADOS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y093;AGRESION POR MEDIOS NO ESPECIFICADOS, EN AREAS DE DEPORTE Y ATLETISMO|
Y094;AGRESION POR MEDIOS NO ESPECIFICADOS, EN CALLES Y CARRETERAS|
Y095;AGRESION POR MEDIOS NO ESPECIFICADOS, EN COMERCIO Y AREA DE SERVICIOS|
Y092;AGRESION POR MEDIOS NO ESPECIFICADOS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLI|
Y097;AGRESION POR MEDIOS NO ESPECIFICADOS, EN GRANJA|
Y091;AGRESION POR MEDIOS NO ESPECIFICADOS, EN INSTITUCION RESIDENCIAL|
Y099;AGRESION POR MEDIOS NO ESPECIFICADOS, EN LUGAR NO ESPECIFICADO|
Y098;AGRESION POR MEDIOS NO ESPECIFICADOS, EN OTRO LUGAR ESPECIFICADO|
Y090;AGRESION POR MEDIOS NO ESPECIFICADOS, EN VIVIENDA|
Y08X;AGRESION POR OTROS MEDIOS ESPECIFICADOS|
Y086;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y083;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN AREAS DE DEPORTE Y ATLETISMO|
Y084;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN CALLES Y CARRETERAS|
Y085;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN COMERCIO Y AREA DE SERVICIOS|
Y082;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PU|
Y087;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN GRANJA|
Y081;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN INSTITUCION RESIDENCIAL|
Y089;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN LUGAR NO ESPECIFICADO|
Y088;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN OTRO LUGAR ESPECIFICADO|
Y080;AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN VIVIENDA|
Y05X;AGRESION SEXUAL CON FUERZA CORPORAL|
Y059;AGRESION SEXUAL CON FUERZA CORPORAL EN LUGAR NO ESPECIFICADO|
Y056;AGRESION SEXUAL CON FUERZA CORPORAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
Y053;AGRESION SEXUAL CON FUERZA CORPORAL, EN AREAS DE DEPORTE Y ATLETISMO|
Y054;AGRESION SEXUAL CON FUERZA CORPORAL, EN CALLES Y CARRETERAS|
Y055;AGRESION SEXUAL CON FUERZA CORPORAL, EN COMERCIO Y AREA DE SERVICIOS|
Y052;AGRESION SEXUAL CON FUERZA CORPORAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLIC|
Y057;AGRESION SEXUAL CON FUERZA CORPORAL, EN GRANJA|
Y051;AGRESION SEXUAL CON FUERZA CORPORAL, EN INSTITUCION RESIDENCIAL|
Y058;AGRESION SEXUAL CON FUERZA CORPORAL, EN OTRO LUGAR ESPECIFICADO|
Y050;AGRESION SEXUAL CON FUERZA CORPORAL, EN VIVIENDA|
W66X;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA|
W666;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W663;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN AREAS DE DEPORTE Y ATLETISMO|
W664;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN CALLES Y CARRETERAS|
W665;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN COMERCIO Y AREA DE SERVICIOS|
W662;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS|
W667;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN GRANJA|
W661;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN INSTITUCION RESIDENCIAL|
W669;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN LUGAR NO ESPECIFICADO|
W668;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN OTRO LUGAR ESPECIFICADO|
W660;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BAÑERA, EN VIVIENDA|
W68X;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA|
W686;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W683;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN AREAS DE DEPORTE Y ATLETISMO|
W684;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN CALLES Y CARRETERAS|
W685;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN COMERCIO Y AREA DE SERVICIOS|
W682;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREA|
W687;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN GRANJA|
W681;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN INSTITUCION RESIDENCIAL|
W689;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN LUGAR NO ESPECIFICADO|
W688;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN OTRO LUGAR ESPECIFICADO|
W680;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA, EN VIVIENDA|
W69X;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES|
W696;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W693;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN AREAS DE DEPORTE Y ATLETISMO|
W694;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN CALLES Y CARRETERAS|
W695;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN COMERCIO Y AREA DE SERVICIOS|
W692;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREA|
W697;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN GRANJA|
W691;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN INSTITUCION RESIDENCIAL|
W699;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN LUGAR NO ESPECIFICADO|
W698;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN OTRO LUGAR ESPECIFICADO|
W690;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES, EN VIVIENDA|
W65X;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA|
W656;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W653;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN AREAS DE DEPORTE Y ATLETISMO|
W654;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN CALLES Y CARRETERAS|
W655;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN COMERCIO Y AREA DE SERVICIOS|
W652;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMI|
W657;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN GRANJA|
W651;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BAÑERA, EN INSTITUCION RESIDENCIAL|
