idsolicitud,fechahora,idusuario,descontado,totalentregado
"000000425","2018-05-05 13:43:27","KESPIRITU","0.00","300.00"
"000000426","2018-05-05 13:48:16","KESPIRITU","0.00","500.00"
"000000427","2018-05-07 10:37:35","KESPIRITU","0.00","1000.00"
"000000428","2018-05-07 20:01:13","KESPIRITU","0.00","2000.00"
"000000429","2018-05-07 11:07:44","KESPIRITU","0.00","2000.00"
"000000430","2018-05-09 17:38:24","KESPIRITU","0.00","300.00"
"000000431","2018-05-08 10:12:13","KESPIRITU","0.00","700.00"
"000000432","2018-05-08 10:11:39","KESPIRITU","0.00","3000.00"
"000000433","2018-05-08 13:08:35","KESPIRITU","0.00","1000.00"
"000000434","2018-05-08 11:15:59","KESPIRITU","0.00","600.00"
"000000435","2018-05-08 11:26:07","KESPIRITU","0.00","300.00"
"000000436","2018-05-08 17:32:00","KESPIRITU","0.00","1000.00"
"000000437","2018-05-08 17:27:27","KESPIRITU","0.00","200.00"
"000000438","2018-05-08 17:35:36","KESPIRITU","0.00","3000.00"
"000000439","2018-05-08 19:02:13","KESPIRITU","0.00","1500.00"
"000000440","2018-05-09 10:01:27","KESPIRITU","0.00","1000.00"
"000000441","2018-05-09 10:04:01","KESPIRITU","0.00","300.00"
"000000442","2018-05-09 10:50:00","KESPIRITU","0.00","1000.00"
"000000443","2018-05-09 17:46:50","KESPIRITU","0.00","1000.00"
"000000444","2018-05-09 12:30:41","KESPIRITU","0.00","500.00"
"000000445","2018-05-09 12:03:46","KESPIRITU","0.00","800.00"
"000000446","2018-05-09 17:58:49","KESPIRITU","0.00","350.00"
"000000447","2018-05-09 19:24:52","KESPIRITU","0.00","1000.00"
"000000448","2018-05-10 16:28:47","KESPIRITU","0.00","1000.00"
"000000449","2018-05-10 12:02:00","KESPIRITU","0.00","500.00"
"000000450","2018-05-10 11:03:09","KESPIRITU","0.00","1000.00"
"000000451","2018-05-11 10:44:08","KESPIRITU","0.00","400.00"
"000000452","2018-05-11 10:50:44","KESPIRITU","0.00","500.00"
"000000453","2018-05-11 10:55:50","KESPIRITU","0.00","2000.00"
"000000454","2018-05-11 10:53:48","KESPIRITU","0.00","1000.00"
"000000455","2018-05-11 18:15:24","KESPIRITU","0.00","300.00"
"000000456","2018-05-11 10:45:31","KESPIRITU","0.00","1000.00"
"000000457","2018-05-11 11:07:00","KESPIRITU","0.00","250.00"
"000000458","2018-05-11 11:16:52","KESPIRITU","0.00","500.00"
"000000459","2018-05-12 10:08:52","KESPIRITU","0.00","3000.00"
"000000460","2018-05-15 11:07:34","KESPIRITU","0.00","800.00"
"000000461","2018-05-12 11:21:59","KESPIRITU","0.00","500.00"
"000000462","2018-05-12 10:14:34","KESPIRITU","0.00","1000.00"
"000000463","2018-05-12 11:06:36","KESPIRITU","0.00","300.00"
"000000464","2018-05-12 10:22:48","KESPIRITU","0.00","2000.00"
"000000465","2018-05-12 14:51:08","KESPIRITU","0.00","3000.00"
"000000466","2018-05-14 10:43:18","KESPIRITU","0.00","1250.00"
"000000467","2018-05-14 10:18:46","KESPIRITU","0.00","2000.00"
"000000468","2018-05-14 10:38:03","KESPIRITU","0.00","300.00"
"000000469","2018-05-14 12:02:04","KESPIRITU","0.00","700.00"
"000000470","2018-05-14 16:20:25","KESPIRITU","0.00","3000.00"
"000000471","2018-05-14 16:05:43","KESPIRITU","0.00","500.00"
"000000472","2018-05-15 10:39:55","KESPIRITU","0.00","1000.00"
"000000473","2018-05-16 10:36:58","KESPIRITU","0.00","300.00"
"000000474","2018-05-15 11:13:26","KESPIRITU","0.00","1100.00"
"000000475","2018-05-15 11:14:36","KESPIRITU","0.00","800.00"
"000000476","2018-05-16 16:13:11","KESPIRITU","0.00","500.00"
"000000477","2018-05-16 10:16:51","KESPIRITU","0.00","1000.00"
"000000478","2018-05-16 10:44:29","KESPIRITU","0.00","500.00"
"000000479","2018-05-16 10:45:46","KESPIRITU","0.00","9000.00"
"000000480","2018-05-16 10:15:07","KESPIRITU","0.00","5000.00"
"000000481","2018-05-16 11:15:30","KESPIRITU","0.00","500.00"
"000000482","2018-05-16 11:04:06","KESPIRITU","0.00","500.00"
"000000483","2018-05-16 11:08:08","KESPIRITU","0.00","300.00"
"000000484","2018-05-17 11:08:50","KESPIRITU","0.00","2000.00"
"000000485","2018-05-18 11:08:42","KESPIRITU","0.00","500.00"
"000000486","2018-05-17 11:09:51","KESPIRITU","0.00","300.00"
"000000487","2018-05-17 11:56:28","KESPIRITU","0.00","900.00"
"000000488","2018-05-17 16:38:31","KESPIRITU","0.00","700.00"
"000000489","2018-05-17 11:28:29","KESPIRITU","0.00","800.00"
"000000490","2018-05-17 11:36:07","KESPIRITU","0.00","1500.00"
"000000491","2018-05-17 18:10:54","KESPIRITU","0.00","500.00"
"000000492","2018-05-18 11:17:43","KESPIRITU","0.00","2000.00"
"000000493","2018-05-19 10:34:08","KESPIRITU","0.00","300.00"
"000000494","2018-05-18 11:13:03","KESPIRITU","0.00","400.00"
"000000495","2018-05-18 11:07:32","KESPIRITU","0.00","300.00"
"000000496","2018-05-18 13:06:43","KESPIRITU","0.00","6000.00"
"000000497","2018-05-19 14:28:22","KESPIRITU","0.00","1000.00"
"000000499","2018-05-19 14:23:19","KESPIRITU","0.00","3000.00"
"000000500","2018-05-21 11:10:14","KESPIRITU","0.00","500.00"
"000000501","2018-05-21 10:49:25","KESPIRITU","0.00","4000.00"
"000000502","2018-05-21 12:20:25","KESPIRITU","0.00","1000.00"
"000000503","2018-05-21 09:29:43","KESPIRITU","0.00","1000.00"
"000000504","2018-05-21 11:53:22","KESPIRITU","0.00","1000.00"
"000000505","2018-05-21 12:15:50","KESPIRITU","0.00","700.00"
"000000507","2018-05-21 11:08:56","KESPIRITU","0.00","1000.00"
"000000508","2018-05-22 10:06:23","KESPIRITU","0.00","1800.00"
"000000509","2018-05-21 10:48:00","KESPIRITU","0.00","1000.00"
"000000510","2018-05-21 17:22:08","KESPIRITU","0.00","1500.00"
"000000511","2018-05-22 09:30:03","KESPIRITU","0.00","500.00"
"000000512","2018-05-22 09:58:44","KESPIRITU","0.00","3000.00"
"000000513","2018-05-22 11:10:56","KESPIRITU","0.00","800.00"
"000000514","2018-05-26 09:39:29","KESPIRITU","0.00","800.00"
"000000515","2018-05-22 11:37:05","KESPIRITU","0.00","600.00"
"000000516","2018-05-22 11:59:02","KESPIRITU","0.00","400.00"
"000000517","2018-05-22 11:51:11","KESPIRITU","0.00","1000.00"
"000000518","2018-05-22 18:36:29","KESPIRITU","0.00","1000.00"
"000000519","2018-05-23 11:15:23","KESPIRITU","0.00","2000.00"
"000000520","2018-05-23 11:13:07","KESPIRITU","0.00","600.00"
"000000521","2018-05-23 10:53:39","KESPIRITU","0.00","300.00"
"000000522","2018-05-23 18:53:10","KESPIRITU","0.00","2500.00"
"000000523","2018-05-23 18:32:19","KESPIRITU","0.00","500.00"
"000000524","2018-05-23 10:52:47","KESPIRITU","0.00","6000.00"
"000000525","2018-05-23 16:25:16","KESPIRITU","0.00","400.00"
"000000526","2018-05-24 11:10:59","KESPIRITU","0.00","2000.00"
"000000527","2018-05-24 11:06:13","KESPIRITU","0.00","600.00"
"000000528","2018-05-24 12:35:15","KESPIRITU","0.00","2000.00"
"000000529","2018-05-24 11:19:48","KESPIRITU","0.00","400.00"
"000000531","2018-05-25 13:13:41","KESPIRITU","0.00","9000.00"
"000000532","2018-05-25 16:56:55","KESPIRITU","0.00","1000.00"
"000000533","2018-05-25 18:16:25","KESPIRITU","0.00","3000.00"
"000000534","2018-05-25 10:53:24","KESPIRITU","0.00","2000.00"
"000000535","2018-05-25 11:02:50","KESPIRITU","0.00","1000.00"
"000000536","2018-05-26 10:02:15","KESPIRITU","0.00","400.00"
"000000537","2018-05-26 13:43:21","KESPIRITU","0.00","1200.00"
"000000538","2018-05-26 10:11:58","KESPIRITU","0.00","500.00"
"000000539","2018-05-26 12:23:06","KESPIRITU","0.00","800.00"
"000000540","2018-05-28 12:33:15","KESPIRITU","0.00","5000.00"
"000000541","2018-05-28 16:23:29","KESPIRITU","0.00","2000.00"
"000000542","2018-05-28 10:13:04","KESPIRITU","0.00","1000.00"
"000000543","2018-05-28 10:12:08","KESPIRITU","0.00","1800.00"
"000000544","2018-05-28 10:24:47","KESPIRITU","0.00","700.00"
"000000545","2018-05-29 11:23:30","KESPIRITU","0.00","1000.00"
"000000546","2018-05-29 11:32:56","KESPIRITU","0.00","1000.00"
"000000547","2018-05-29 11:24:11","KESPIRITU","0.00","6500.00"
"000000548","2018-05-30 10:22:08","KESPIRITU","0.00","500.00"
"000000549","2018-05-30 10:56:56","KESPIRITU","0.00","600.00"
"000000550","2018-05-31 11:06:29","KESPIRITU","0.00","600.00"
"000000551","2018-05-31 16:50:52","KESPIRITU","0.00","800.00"
"000000552","2018-05-31 11:08:42","KESPIRITU","0.00","1000.00"
"000000554","2018-05-30 19:58:29","KESPIRITU","0.00","100.00"
"000000555","2018-05-31 10:22:19","KESPIRITU","0.00","2500.00"
"000000556","2018-05-31 10:28:08","KESPIRITU","0.00","1000.00"
"000000557","2018-05-31 11:18:37","KESPIRITU","0.00","600.00"
"000000558","2018-05-31 09:30:32","KESPIRITU","0.00","800.00"
"000000559","2018-05-31 10:44:14","KESPIRITU","0.00","100.00"
"000000560","2018-05-31 10:29:35","KESPIRITU","0.00","700.00"
"000000561","2018-06-01 10:19:21","KESPIRITU","0.00","800.00"
"000000562","2018-05-31 11:22:16","KESPIRITU","0.00","1000.00"
"000000563","2018-05-31 16:55:14","KESPIRITU","0.00","450.00"
"000000564","2018-05-31 10:47:53","KESPIRITU","0.00","1000.00"
"000000565","2018-05-31 11:07:43","KESPIRITU","0.00","500.00"
"000000566","2018-05-31 19:05:40","KESPIRITU","0.00","800.00"
"000000567","2018-05-31 17:52:30","KESPIRITU","0.00","3000.00"
"000000568","2018-05-31 11:42:29","KESPIRITU","0.00","13000.00"
"000000569","2018-06-01 11:38:37","KESPIRITU","0.00","500.00"
"000000570","2018-06-01 11:39:22","KESPIRITU","0.00","500.00"
"000000571","2018-06-01 11:14:49","KESPIRITU","0.00","3000.00"
"000000572","2018-06-01 11:19:03","KESPIRITU","0.00","500.00"
"000000573","2018-06-01 11:52:04","KESPIRITU","0.00","2500.00"
"000000574","2018-06-01 11:39:49","KESPIRITU","0.00","500.00"
"000000575","2018-06-01 12:31:27","KESPIRITU","0.00","4000.00"
"000000576","2018-06-02 12:40:00","KESPIRITU","0.00","1000.00"
"000000577","2018-06-01 19:16:24","KESPIRITU","0.00","500.00"
"000000578","2018-06-02 09:26:54","KESPIRITU","0.00","600.00"
"000000579","2018-06-02 10:00:27","KESPIRITU","0.00","500.00"
"000000580","2018-06-02 10:00:53","KESPIRITU","0.00","4000.00"
"000000581","2018-06-02 12:35:50","KESPIRITU","0.00","1000.00"
"000000582","2018-06-04 11:24:23","KESPIRITU","0.00","500.00"
"000000583","2018-06-04 11:09:47","KESPIRITU","0.00","1000.00"
"000000584","2018-06-04 11:37:52","KESPIRITU","0.00","500.00"
"000000585","2018-06-04 11:35:30","KESPIRITU","0.00","400.00"
"000000586","2018-06-05 16:55:59","KESPIRITU","0.00","1200.00"
"000000587","2018-06-04 18:57:26","KESPIRITU","0.00","300.00"
"000000588","2018-06-04 11:32:04","KESPIRITU","0.00","700.00"
"000000589","2018-06-04 11:46:50","KESPIRITU","0.00","1000.00"
"000000590","2018-06-05 09:30:45","KESPIRITU","0.00","700.00"
"000000591","2018-06-05 11:29:55","KESPIRITU","0.00","3500.00"
"000000592","2018-06-05 11:32:06","KESPIRITU","0.00","3000.00"
"000000593","2018-06-05 11:14:06","KESPIRITU","0.00","3000.00"
"000000594","2018-06-05 10:52:50","KESPIRITU","0.00","2000.00"
"000000595","2018-06-05 17:06:44","KESPIRITU","0.00","3000.00"
"000000596","2018-06-06 11:12:13","KESPIRITU","0.00","1500.00"
"000000597","2018-06-06 11:36:01","KESPIRITU","0.00","1000.00"
"000000598","2018-06-06 10:38:50","KESPIRITU","0.00","2000.00"
"000000599","2018-06-06 10:40:25","KESPIRITU","0.00","2000.00"
"000000600","2018-06-06 11:07:50","KESPIRITU","0.00","500.00"
"000000601","2018-06-06 11:08:17","KESPIRITU","0.00","500.00"
"000000602","2018-06-06 16:12:20","KESPIRITU","0.00","1500.00"
"000000603","2018-06-07 10:19:16","KESPIRITU","0.00","400.00"
"000000604","2018-06-06 10:01:21","KESPIRITU","0.00","300.00"
"000000605","2018-06-11 16:36:22","KESPIRITU","0.00","200.00"
"000000606","2018-06-07 16:49:03","KESPIRITU","0.00","1300.00"
"000000607","2018-06-08 10:51:52","KESPIRITU","0.00","2000.00"
"000000608","2018-06-08 10:29:11","KESPIRITU","0.00","500.00"
"000000609","2018-06-08 10:36:52","KESPIRITU","0.00","1500.00"
"000000611","2018-06-08 10:43:47","KESPIRITU","0.00","4000.00"
"000000612","2018-06-08 10:27:52","KESPIRITU","0.00","400.00"
"000000613","2018-06-08 10:30:04","KESPIRITU","0.00","500.00"
"000000614","2018-06-08 10:53:11","KESPIRITU","0.00","1500.00"
"000000615","2018-06-08 10:55:14","KESPIRITU","0.00","3000.00"
"000000616","2018-06-08 10:52:27","KESPIRITU","0.00","1000.00"
"000000617","2018-06-08 12:28:39","KESPIRITU","0.00","300.00"
"000000619","2018-06-08 19:29:27","KESPIRITU","0.00","3500.00"
"000000620","2018-06-09 10:22:50","KESPIRITU","0.00","600.00"
"000000622","2018-06-09 10:31:17","KESPIRITU","0.00","500.00"
"000000623","2018-06-09 10:31:53","KESPIRITU","0.00","700.00"
"000000624","2018-06-09 10:44:14","KESPIRITU","0.00","500.00"
"000000625","2018-06-09 12:41:59","KESPIRITU","0.00","2500.00"
"000000626","2018-06-11 12:11:23","KESPIRITU","0.00","1000.00"
"000000627","2018-06-11 11:55:19","KESPIRITU","0.00","4000.00"
"000000628","2018-06-11 18:58:31","KESPIRITU","0.00","1000.00"
"000000629","2018-06-11 11:21:30","KESPIRITU","0.00","500.00"
"000000630","2018-06-11 18:18:18","KESPIRITU","0.00","2000.00"
"000000631","2018-06-12 10:26:25","KESPIRITU","0.00","2000.00"
"000000632","2018-06-11 12:46:11","KESPIRITU","0.00","1000.00"
"000000633","2018-06-11 18:03:23","KESPIRITU","0.00","3000.00"
"000000634","2018-06-11 13:10:01","KESPIRITU","0.00","600.00"
"000000635","2018-06-11 12:04:27","KESPIRITU","0.00","1000.00"
"000000636","2018-06-11 17:58:36","KESPIRITU","0.00","4000.00"
"000000637","2018-06-12 11:45:32","KESPIRITU","0.00","1000.00"
"000000638","2018-06-12 10:41:01","KESPIRITU","0.00","2000.00"
"000000639","2018-06-12 10:37:05","KESPIRITU","0.00","600.00"
"000000640","2018-06-12 11:06:58","KESPIRITU","0.00","700.00"
"000000641","2018-06-13 09:29:26","KESPIRITU","0.00","1000.00"
"000000642","2018-06-12 10:51:28","KESPIRITU","0.00","2000.00"
"000000643","2018-06-12 19:15:56","KESPIRITU","0.00","800.00"
"000000644","2018-06-13 16:58:09","KESPIRITU","0.00","300.00"
"000000645","2018-06-13 11:42:04","KESPIRITU","0.00","10000.00"
"000000646","2018-06-13 10:52:27","KESPIRITU","0.00","300.00"
"000000647","2018-06-13 12:28:43","KESPIRITU","0.00","2000.00"
"000000648","2018-06-14 10:39:38","KESPIRITU","0.00","5000.00"
"000000649","2018-06-14 10:40:54","KESPIRITU","0.00","1000.00"
"000000650","2018-06-15 12:48:50","KESPIRITU","0.00","500.00"
"000000651","2018-06-14 13:05:54","KESPIRITU","0.00","900.00"
"000000652","2018-06-15 18:35:01","KESPIRITU","0.00","500.00"
"000000653","2018-06-16 10:53:24","KESPIRITU","0.00","100.00"
"000000654","2018-06-15 10:57:24","KESPIRITU","0.00","800.00"
"000000655","2018-06-15 10:54:25","KESPIRITU","0.00","250.00"
"000000656","2018-06-15 11:02:13","KESPIRITU","0.00","1000.00"
"000000657","2018-06-15 10:46:06","KESPIRITU","0.00","1000.00"
"000000658","2018-06-15 11:10:59","KESPIRITU","0.00","2000.00"
"000000659","2018-06-15 11:53:36","KESPIRITU","0.00","500.00"
"000000660","2018-06-15 17:35:26","KESPIRITU","0.00","500.00"
"000000661","2018-06-18 11:21:25","KESPIRITU","0.00","500.00"
"000000662","2018-06-16 10:11:54","KESPIRITU","0.00","3500.00"
"000000663","2018-06-16 10:02:57","KESPIRITU","0.00","400.00"
"000000664","2018-06-16 10:33:37","KESPIRITU","0.00","500.00"
"000000665","2018-06-16 10:59:14","KESPIRITU","0.00","600.00"
"000000666","2018-06-16 10:45:14","KESPIRITU","0.00","2500.00"
"000000667","2018-06-18 11:45:51","KESPIRITU","0.00","1500.00"
"000000668","2018-06-18 11:47:20","KESPIRITU","0.00","2000.00"
"000000669","2018-06-18 11:49:03","KESPIRITU","0.00","1500.00"
"000000670","2018-06-18 11:36:23","KESPIRITU","0.00","1500.00"
"000000671","2018-06-18 11:43:35","KESPIRITU","0.00","300.00"
"000000672","2018-06-18 12:39:35","KESPIRITU","0.00","2000.00"
"000000673","2018-06-19 16:33:40","KESPIRITU","0.00","1000.00"
"000000674","2018-06-19 11:11:35","KESPIRITU","0.00","500.00"
"000000675","2018-06-19 10:14:11","KESPIRITU","0.00","700.00"
"000000676","2018-06-19 10:35:45","KESPIRITU","0.00","1500.00"
"000000677","2018-06-19 11:23:32","KESPIRITU","0.00","2500.00"
"000000678","2018-06-19 11:49:56","KESPIRITU","0.00","500.00"
"000000679","2018-06-20 10:18:12","KESPIRITU","0.00","1500.00"
"000000680","2018-06-20 12:04:26","KESPIRITU","0.00","1000.00"
"000000681","2018-06-20 11:13:09","KESPIRITU","0.00","1500.00"
"000000682","2018-06-20 17:11:56","KESPIRITU","0.00","500.00"
"000000683","2018-06-20 11:43:02","KESPIRITU","0.00","900.00"
"000000685","2018-06-20 12:39:15","KESPIRITU","0.00","1000.00"
"000000686","2018-06-20 11:29:37","KESPIRITU","0.00","1000.00"
"000000687","2018-06-20 13:05:44","KESPIRITU","0.00","1000.00"
"000000688","2018-06-20 12:06:10","KESPIRITU","0.00","900.00"
"000000689","2018-06-20 11:35:14","KESPIRITU","0.00","1500.00"
"000000690","2018-06-20 17:11:40","KESPIRITU","0.00","500.00"
"000000691","2018-06-21 11:58:41","KESPIRITU","0.00","1500.00"
"000000692","2018-06-21 12:00:54","KESPIRITU","0.00","1500.00"
"000000693","2018-06-22 11:58:50","KESPIRITU","0.00","1000.00"
"000000694","2018-06-22 11:05:04","KESPIRITU","0.00","700.00"
"000000695","2018-06-22 11:05:20","KESPIRITU","0.00","300.00"
"000000696","2018-06-22 10:49:05","KESPIRITU","0.00","6500.00"
"000000697","2018-06-22 12:45:59","KESPIRITU","0.00","500.00"
"000000698","2018-06-22 17:11:53","KESPIRITU","0.00","300.00"
"000000699","2018-06-23 10:34:07","KESPIRITU","0.00","200.00"
"000000700","2018-06-23 10:19:52","KESPIRITU","0.00","300.00"
"000000701","2018-06-23 14:06:42","KESPIRITU","0.00","1000.00"
"000000702","2018-06-25 11:32:31","KESPIRITU","0.00","1000.00"
"000000703","2018-06-25 11:21:56","KESPIRITU","0.00","1500.00"
"000000704","2018-06-25 11:19:53","KESPIRITU","0.00","600.00"
"000000705","2018-06-25 11:39:28","KESPIRITU","0.00","2000.00"
"000000706","2018-06-25 11:36:47","KESPIRITU","0.00","400.00"
"000000707","2018-06-25 11:41:57","KESPIRITU","0.00","800.00"
"000000708","2018-06-25 11:50:20","KESPIRITU","0.00","500.00"
"000000709","2018-06-25 12:27:28","KESPIRITU","0.00","500.00"
"000000710","2018-06-25 17:18:30","KESPIRITU","0.00","300.00"
"000000711","2018-06-26 11:57:53","KESPIRITU","0.00","1000.00"
"000000712","2018-06-26 13:06:43","KESPIRITU","0.00","10000.00"
"000000713","2018-06-26 11:42:14","KESPIRITU","0.00","400.00"
"000000714","2018-06-26 11:33:56","KESPIRITU","0.00","1000.00"
"000000715","2018-06-26 11:33:33","KESPIRITU","0.00","1000.00"
"000000716","2018-06-26 18:24:58","KESPIRITU","0.00","500.00"
"000000717","2018-06-26 11:32:17","KESPIRITU","0.00","700.00"
"000000719","2018-06-27 10:10:49","KESPIRITU","0.00","500.00"
"000000720","2018-06-27 16:50:04","KESPIRITU","0.00","1000.00"
"000000721","2018-06-27 18:38:19","KESPIRITU","0.00","350.00"
"000000722","2018-06-28 10:40:20","KESPIRITU","0.00","3000.00"
"000000723","2018-06-28 10:39:12","KESPIRITU","0.00","1000.00"
"000000724","2018-06-28 10:39:30","KESPIRITU","0.00","1000.00"
"000000725","2018-06-28 17:10:02","KESPIRITU","0.00","600.00"
"000000726","2018-06-28 10:36:40","KESPIRITU","0.00","300.00"
"000000727","2018-06-30 11:06:34","KESPIRITU","0.00","600.00"
"000000728","2018-06-30 10:00:30","KESPIRITU","0.00","2500.00"
"000000729","2018-06-30 10:34:45","KESPIRITU","0.00","3000.00"
"000000730","2018-06-30 09:58:54","KESPIRITU","0.00","2000.00"
"000000731","2018-06-30 10:17:10","KESPIRITU","0.00","500.00"
"000000732","2018-06-30 10:10:06","KESPIRITU","0.00","4000.00"
"000000733","2018-06-30 11:43:52","KESPIRITU","0.00","300.00"
"000000734","2018-07-02 12:22:04","KESPIRITU","0.00","500.00"
"000000735","2018-06-30 12:30:21","KESPIRITU","0.00","600.00"
"000000736","2018-07-02 11:22:01","KESPIRITU","0.00","3000.00"
"000000737","2018-07-02 12:22:17","KESPIRITU","0.00","1000.00"
"000000738","2018-07-02 10:39:48","KESPIRITU","0.00","400.00"
"000000739","2018-07-02 11:23:14","KESPIRITU","0.00","500.00"
"000000740","2018-07-02 11:33:41","KESPIRITU","0.00","300.00"
"000000741","2018-07-02 16:34:59","KESPIRITU","0.00","1000.00"
"000000742","2018-07-02 13:04:21","KESPIRITU","0.00","5000.00"
"000000743","2018-07-02 11:32:00","KESPIRITU","0.00","515.00"
"000000744","2018-07-03 09:51:26","KESPIRITU","0.00","1000.00"
"000000745","2018-07-03 10:30:59","KESPIRITU","0.00","3000.00"
"000000746","2018-07-03 18:49:36","KESPIRITU","0.00","3500.00"
"000000747","2018-07-03 19:31:56","KESPIRITU","0.00","200.00"
"000000748","2018-07-04 18:07:39","KESPIRITU","0.00","1000.00"
"000000749","2018-07-04 18:18:32","KESPIRITU","0.00","1000.00"
"000000750","2018-07-04 09:27:30","KESPIRITU","0.00","800.00"
"000000751","2018-07-04 10:09:34","KESPIRITU","0.00","500.00"
"000000752","2018-07-04 10:30:16","KESPIRITU","0.00","1000.00"
"000000753","2018-07-04 10:55:45","KESPIRITU","0.00","1200.00"
"000000754","2018-07-04 11:37:09","KESPIRITU","0.00","2500.00"
"000000755","2018-07-04 18:41:51","KESPIRITU","0.00","3000.00"
"000000756","2018-07-05 11:13:03","KESPIRITU","0.00","2000.00"
"000000757","2018-07-05 10:49:08","KESPIRITU","0.00","800.00"
"000000758","2018-07-05 16:32:24","KESPIRITU","0.00","2000.00"
"000000759","2018-07-05 10:58:35","KESPIRITU","0.00","500.00"
"000000760","2018-07-05 11:31:23","KESPIRITU","0.00","500.00"
