"med_CodMed";"med_Nombre";"med_FormaFarmaceutica";"med_Presen";"med_Concen";"med_Costo";"med_Petitorio";"med_Petitorio2005";"med_Petitorio2010";"med_FecBaja";"med_FFDigemid";"med_IdEstado";"MED_V_NOMBRE_SIS";"MED_V_PRESENT_SIS";"MED_V_FORMAFARM_SIS";"MED_V_UNIDAD_CONSUMO";"MED_N_FACTOR_CONSUMO"
"00110";"ACETONIDO DE FLUOCINOLONA";"CRM";"60 g";"25 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACETONIDO DE FLUOCINOLONA";"60 g";"CRM";"60 g";1.0
"00111";"ACICLOVIR";"UNG_OFT";"3.5 g";"3 g/100 g (3 %)";0.0;"S";"S";"S";"";"UNG";"0";"ACICLOVIR";"3.5 g";"UNG_OFT";"3.5 g";1.0
"00112";"ACICLOVIR";"UNG_OFT";"4 g";"3 g/100 g (3 %)";0.0;"S";"S";"S";"";"UNG";"0";"ACICLOVIR";"4 g";"UNG_OFT";"4 g";1.0
"00113";"ACICLOVIR";"UNG_OFT";"4.5 g";"3 g/100 g (3 %)";0.0;"S";"S";"S";"";"UNG";"0";"ACICLOVIR";"4.5 g";"UNG_OFT";"4.5 g";1.0
"00114";"ACICLOVIR";"UNG_OFT";"5 g";"3 g/100 g (3 %)";0.0;"S";"S";"S";"";"UNG_OFT";"0";"ACICLOVIR";"5 g";"UNG_OFT";"5 g";1.0
"00115";"ACICLOVIR";"UNG_OFT";"8 g";"3 g/100 g (3 %)";0.0;"S";"S";"N";"";"UNG";"0";"ACICLOVIR";"8 g";"UNG_OFT";"UNIDAD";1.0
"00116";"ACICLOVIR";"UNG_OFT";"10 g";"3 g/100 g (3 %)";0.0;"S";"S";"N";"";"UNG";"0";"ACICLOVIR";"10 g";"UNG_OFT";"UNIDAD";1.0
"00118";"ACICLOVIR";"CRM";"10 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"10 g";"CRM";"10 g";1.0
"00119";"ACICLOVIR";"CRM";"15 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"15 g";"CRM";"15 g";1.0
"00120";"ACICLOVIR";"CRM";"2 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"2 g";"CRM";"2 g";1.0
"00121";"ACICLOVIR";"CRM";"30 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"30 g";"CRM";"30 g";1.0
"00122";"ACICLOVIR";"CRM";"5 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"5 g";"CRM";"5 g";1.0
"00125";"ACICLOVIR";"POT-CRM";"";"5 g/100 g x 2 g";0.0;"N";"N";"N";"2011-02-02";"POT-CRM";"1";"ACICLOVIR";"";"";"";0.0
"00126";"ACICLOVIR";"CRM";"20 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"20 g";"CRM";"20 g";1.0
"00129";"ACICLOVIR";"CRM";"50 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"50 g";"CRM";"50 g";1.0
"00130";"ACICLOVIR";"CRM";"60 g";"5 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACICLOVIR";"60 g";"CRM";"60 g";1.0
"00131";"ACICLOVIR";"INY";"";"1 g";0.0;"N";"N";"N";"";"INY";"0";"ACICLOVIR";"";"INY";"UNIDAD";1.0
"00132";"ACICLOVIR (COMO SAL SODICA)";"INY";"10 mL";"250 mg";0.0;"S";"S";"S";"";"INY";"0";"ACICLOVIR (COMO SAL SODICA)";"10 mL";"INY";"10 mL";1.0
"00134";"ACICLOVIR";"INY";"";"500 mg";0.0;"N";"N";"N";"";"INY";"0";"ACICLOVIR";"";"INY";"UNIDAD";1.0
"00135";"ACICLOVIR";"SUS";"90 mL";"100 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"ACICLOVIR";"90 mL";"SUS";"90 mL";1.0
"00136";"ACICLOVIR";"SUS";"100 mL";"200 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACICLOVIR";"100 mL";"SUS";"100 mL";1.0
"00137";"ACICLOVIR";"SUS";"120 mL";"200 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACICLOVIR";"120 mL";"SUS";"120 mL";1.0
"00138";"ACICLOVIR";"SUS";"30 mL";"200 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACICLOVIR";"30 mL";"SUS";"30 mL";1.0
"00139";"ACICLOVIR";"SUS";"50 mL";"200 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACICLOVIR";"50 mL";"SUS";"50 mL";1.0
"00140";"ACICLOVIR";"SUS";"60 mL";"200 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACICLOVIR";"60 mL";"SUS";"60 mL";1.0
"00141";"ACICLOVIR";"SUS";"90 mL";"200 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACICLOVIR";"90 mL";"SUS";"90 mL";1.0
"00142";"ACICLOVIR";"TAB";"";"1 g";0.0;"N";"N";"N";"";"TAB";"0";"ACICLOVIR";"";"TAB";"UNIDAD";1.0
"00143";"ACICLOVIR";"TAB";"";"200 mg";0.0;"S";"S";"S";"";"TAB";"0";"ACICLOVIR";"";"TAB";"UNIDAD";1.0
"00144";"ACICLOVIR";"TAB";"";"300 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACICLOVIR";"";"TAB";"UNIDAD";1.0
"00145";"ACICLOVIR";"TAB";"";"400 mg";0.0;"S";"S";"S";"";"TAB";"0";"ACICLOVIR";"";"TAB";"UNIDAD";1.0
"00146";"ACICLOVIR";"TAB";"";"800 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACICLOVIR";"";"TAB";"UNIDAD";1.0
"00147";"ACETILSALICILICO ACIDO, COMBINACIONES EXCL. PSICOLEPTICOS";"TAB";"";"";0.0;"N";"N";"N";"";"TAB";"0";"ACETILSALICILICO ACIDO, COMBINACIONES EXCL. PSICOLEPTICOS";"";"TAB";"UNIDAD";1.0
"00148";"ACIDO ASCORBICO + ACIDO FOLICO + FERROSO SULFATO HEPTAHIDRATO";"TAB";"";"500 mg + 500 ug + 500 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + ACIDO FOLICO + FERROSO SULFATO HEPTAHIDRATO";"";"TAB";"UNIDAD";1.0
"00149";"ACIDO ASCORBICO + ACIDO FOLICO + FERROSO SULFATO HEPTAHIDRATO";"TAB";"";"500 mg + 800 mg + 525 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + ACIDO FOLICO + FERROSO SULFATO HEPTAHIDRATO";"";"TAB";"UNIDAD";1.0
"00150";"ACIDO ASCORBICO + ARGININA";"TAB";"";"1 g + 1 g";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + ARGININA";"";"TAB";"UNIDAD";1.0
"00151";"ACIDO ASCORBICO + ASCORBATO SODICO";"TAB";"";"40.82 mg + 67.49 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + ASCORBATO SODICO";"";"TAB";"UNIDAD";1.0
"00152";"ACIDO ASCORBICO + ASCORBATO SODICO";"TAB";"";"200 mg + 300 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + ASCORBATO SODICO";"";"TAB";"UNIDAD";1.0
"00153";"ACIDO ASCORBICO + BIOFLAVONOIDES + MENADIONA";"TAB";"";"100 mg + 40 mg + 5 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + BIOFLAVONOIDES + MENADIONA";"";"TAB";"UNIDAD";1.0
"00154";"ACIDO ASCORBICO + CALCIO LACTATO GLUCONATO DIHIDRATO";"TAB";"";"1 g + 1 g";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO + CALCIO LACTATO GLUCONATO DIHIDRATO";"";"TAB";"UNIDAD";1.0
"00155";"ACIDO ASCORBICO + CLORFENAMINA + PARACETAMOL";"JBE";"90 mL";"40 mg + 2 mg + 100 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO ASCORBICO + CLORFENAMINA + PARACETAMOL";"90 mL";"JBE";"90 mL";1.0
"00156";"ACIDO ASCORBICO + COLECALCIFEROL + RETINOL";"SOL";"10 mL";"1 g + 150 UI + 50 UI";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + COLECALCIFEROL + RETINOL";"10 mL";"SOL";"10 mL";1.0
"00157";"ACIDO ASCORBICO + COLECALCIFEROL + RETINOL";"SOL";"30 mL";"125 mg + 1.67 UI + 8.33 UI/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + COLECALCIFEROL + RETINOL";"30 mL";"SOL";"30 mL";1.0
"00158";"ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL";"SOL";"10 mL";"1 g + 150000 UI + 50000 UI/5 mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL";"10 mL";"SOL";"10 mL";1.0
"00159";"ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL";"SOL";"15 mL";"1.25 mg + 0.41 ug + 45.83 ug/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL";"15 mL";"SOL";"15 mL";1.0
"00160";"ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL";"SOL";"30 mL";"1.25 mg + 0.41 ug + 45.83 ug/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL";"30 mL";"SOL";"30 mL";1.0
"00161";"ACIDO ASCORBICO + FENIRAMINA + PARACETAMOL";"GRANU";"10 g";"200 mg + 25 mg + 500 mg";0.0;"N";"N";"N";"";"GRANU";"0";"ACIDO ASCORBICO + FENIRAMINA + PARACETAMOL";"10 g";"GRANU";"10 g";1.0
"00162";"ACIDO ASCORBICO + GLUCOBIONATO CALCICO";"INY";"10 mL";"500 mg + 1.37 g";0.0;"N";"N";"N";"";"INY";"0";"ACIDO ASCORBICO + GLUCOBIONATO CALCICO";"10 mL";"INY";"10 mL";1.0
"00163";"ACIDO ASCORBICO + PARACETAMOL";"GRANU";"5 g";"60 mg + 500 mg";0.0;"N";"N";"N";"";"GRANU";"0";"ACIDO ASCORBICO + PARACETAMOL";"5 g";"GRANU";"5 g";1.0
"00164";"ACIDO ASCORBICO + RETINOL + VITAMINA D";"SOL";"15 mL";"30 mg + 1500 UI + 400 UI/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + RETINOL + VITAMINA D";"15 mL";"SOL";"15 mL";1.0
"00165";"ACIDO ASCORBICO + RETINOL + VITAMINA D";"SOL";"30 mL";"30 mg + 1500 UI + 400 UI/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + RETINOL + VITAMINA D";"30 mL";"SOL";"30 mL";1.0
"00166";"ACIDO ASCORBICO + RETINOL + VITAMINA D";"SOL";"50 mL";"30 mg + 1500 UI + 400 UI/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO + RETINOL + VITAMINA D";"50 mL";"SOL";"50 mL";1.0
"00167";"ACIDO ASCORBICO";"INY";"5 mL";"1 g/5 mL";0.0;"N";"N";"N";"";"INY";"0";"ACIDO ASCORBICO";"5 mL";"INY";"5 mL";1.0
"00168";"ACIDO ASCORBICO";"INY";"10 mL";"1 g/10 mL";0.0;"N";"N";"N";"";"INY";"0";"ACIDO ASCORBICO";"10 mL";"INY";"10 mL";1.0
"00169";"ACIDO ASCORBICO";"INY";"5 mL";"500 mg/5 mL";0.0;"N";"N";"N";"";"INY";"0";"ACIDO ASCORBICO";"5 mL";"INY";"5 mL";1.0
"00170";"ACIDO ASCORBICO";"SOL";"30 mL";"100 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO";"30 mL";"SOL";"30 mL";1.0
"00171";"ACIDO ASCORBICO";"SOL";"15 mL";"100 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO";"15 mL";"SOL";"15 mL";1.0
"00172";"ACIDO ASCORBICO";"SOL";"20 mL";"200 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ASCORBICO";"20 mL";"SOL";"20 mL";1.0
"00173";"ACIDO ASCORBICO";"TAB";"";"1 g";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO";"";"TAB";"UNIDAD";1.0
"00174";"ACIDO ASCORBICO";"TAB";"";"100 mg";0.0;"S";"S";"S";"";"TAB";"0";"ACIDO ASCORBICO";"";"TAB";"UNIDAD";1.0
"00175";"ACIDO ASCORBICO";"GRANU";"10 g";"2 g";0.0;"N";"N";"N";"";"GRANU";"0";"ACIDO ASCORBICO";"10 g";"GRANU";"10 g";1.0
"00176";"ACIDO ASCORBICO";"TAB";"";"500 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO ASCORBICO";"";"TAB";"UNIDAD";1.0
"00177";"ACIDO AZELAICO";"CRM";"10 g";"20 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO AZELAICO";"10 g";"CRM";"10 g";1.0
"00178";"ACIDO AZELAICO";"CRM";"20 g";"20 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO AZELAICO";"20 g";"CRM";"20 g";1.0
"00179";"ACIDO AZELAICO";"CRM";"30 g";"20 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO AZELAICO";"30 g";"CRM";"30 g";1.0
"00180";"ACIDO CROMOGLICICO + FENOTEROL";"AER";"200 DOSIS";"1 g + 50 ug/DOSIS";0.0;"N";"N";"N";"";"AER";"0";"ACIDO CROMOGLICICO + FENOTEROL";"200 DOSIS";"AER";"200 DOSIS";1.0
"00181";"ACIDO CROMOGLICICO";"AER";"100 DOSIS";"1 mg/DOSIS";0.0;"N";"N";"N";"";"AER";"0";"ACIDO CROMOGLICICO";"100 DOSIS";"AER";"100 DOSIS";1.0
"00182";"ACIDO CROMOGLICICO";"AER";"100 DOSIS";"5 mg/DOSIS";0.0;"N";"N";"N";"";"AER";"0";"ACIDO CROMOGLICICO";"100 DOSIS";"AER";"100 DOSIS";1.0
"00183";"ACIDO CROMOGLICICO";"UNG";"3.5 g";"4 g/100 g";0.0;"N";"N";"N";"";"UNG";"0";"ACIDO CROMOGLICICO";"3.5 g";"UNG";"3.5 g";1.0
"00184";"ACIDO CROMOGLICICO";"SOL";"10 mL";"20 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO CROMOGLICICO";"10 mL";"SOL";"10 mL";1.0
"00185";"ACIDO CROMOGLICICO";"SOL";"10 mL";"40 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO CROMOGLICICO";"10 mL";"SOL";"10 mL";1.0
"00186";"ACIDO CROMOGLICICO";"SOL";"20 mL";"40 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO CROMOGLICICO";"20 mL";"SOL";"20 mL";1.0
"00187";"ACIDO CROMOGLICICO";"SOL";"30 mL";"40 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO CROMOGLICICO";"30 mL";"SOL";"30 mL";1.0
"00188";"ACIDO CROMOGLICICO";"SOL";"5 mL";"40 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO CROMOGLICICO";"5 mL";"SOL";"5 mL";1.0
"00189";"ACIDO DEHIDROCOLICO + EXTRACTO DE CYNARA SCOLYMUS";"TAB";"";"100 mg + 100 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO DEHIDROCOLICO + EXTRACTO DE CYNARA SCOLYMUS";"";"TAB";"UNIDAD";1.0
"00190";"ACIDO FLUFENAMICO + GLICOLSALICILATO + MUCOPOLISACARIDO SULFATA";"CRM";"25 g";"3 g + 2.64 g + 670 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO FLUFENAMICO + GLICOLSALICILATO + MUCOPOLISACARIDO SULFATA";"25 g";"CRM";"25 g";1.0
"00191";"ACIDO FLUFENAMICO + MUCOPOLISACARIDO SULFATADO + SALICILICO ACIDO";"GEL";"14 g";"3 g + 200 mg + 2 g/100 g";0.0;"N";"N";"N";"";"GEL";"0";"ACIDO FLUFENAMICO + MUCOPOLISACARIDO SULFATADO + SALICILICO ACIDO";"14 g";"GEL";"14 g";1.0
"00192";"ACIDO FLUFENAMICO + MUCOPOLISACARIDO SULFATADO + SALICILICO ACIDO";"GEL";"25 g";"3 g + 200 mg + 2 g/100 g";0.0;"N";"N";"N";"";"GEL";"0";"ACIDO FLUFENAMICO + MUCOPOLISACARIDO SULFATADO + SALICILICO ACIDO";"25 g";"GEL";"25 g";1.0
"00193";"ACIDO FLUFENAMICO + MUCOPOLISACARIDO SULFATADO + SALICILICO ACIDO";"GEL";"40 g";"3 g + 200 mg + 2 g/100 g";0.0;"N";"N";"N";"";"GEL";"0";"ACIDO FLUFENAMICO + MUCOPOLISACARIDO SULFATADO + SALICILICO ACIDO";"40 g";"GEL";"40 g";1.0
"00194";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"JBE";"100 mL";"50 ug + 159 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"100 mL";"JBE";"100 mL";1.0
"00195";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"JBE";"120 mL";"50 ug + 159 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"120 mL";"JBE";"120 mL";1.0
"00196";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"JBE";"240 mL";"50 ug + 159 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"240 mL";"JBE";"240 mL";1.0
"00197";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"JBE";"360 mL";"50 ug + 159 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"360 mL";"JBE";"360 mL";1.0
"00198";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"JBE";"60 mL";"50 ug + 159 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO FOLICO + FERRICO AMONIO CITRATO";"60 mL";"JBE";"60 mL";1.0
"00199";"ACIDO FOLICO + FIERRO POLIMALTOSA";"TAB";"";"350 ug + 330 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO FOLICO + FIERRO POLIMALTOSA";"";"TAB";"UNIDAD";1.0
"00200";"ACIDO FOLICO";"TAB";"";"500 ug (0.5 mg)";0.0;"S";"S";"S";"";"TAB";"0";"ACIDO FOLICO";"";"TAB";"UNIDAD";1.0
"00201";"ACIDO FOLICO";"TAB";"";"1 mg";0.0;"N";"S";"S";"";"TAB";"0";"ACIDO FOLICO";"";"TAB";"UNIDAD";1.0
"00202";"ACIDO FUSIDICO";"CRM";"15 g";"2 g/100 g (2 %)";0.0;"S";"N";"S";"";"CRM";"0";"ACIDO FUSIDICO";"15 g";"CRM";"15 g";1.0
"00203";"ACIDO IBANDRONICO";"INY";"2 mL";"2 mg/2 mL";0.0;"N";"N";"N";"";"INY";"0";"ACIDO IBANDRONICO";"2 mL";"INY";"2 mL";1.0
"00204";"ACIDO ISOSPAGLUMICO";"SOL";"10 mL";"60 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ISOSPAGLUMICO";"10 mL";"SOL";"10 mL";1.0
"00205";"ACIDO ISOSPAGLUMICO";"SOL";"5 mL";"60 mg/mL";0.0;"N";"N";"N";"";"SOL";"0";"ACIDO ISOSPAGLUMICO";"5 mL";"SOL";"5 mL";1.0
"00206";"ACIDO MEFENAMICO";"TAB";"";"500 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO MEFENAMICO";"";"TAB";"UNIDAD";1.0
"00207";"ACIDO NALIDIXICO + FENAZOPIRIDINA";"TAB";"";"250 mg + 50 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO NALIDIXICO + FENAZOPIRIDINA";"";"TAB";"UNIDAD";1.0
"00208";"ACIDO NALIDIXICO + FENAZOPIRIDINA";"TAB";"";"500 mg + 50 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO NALIDIXICO + FENAZOPIRIDINA";"";"TAB";"UNIDAD";1.0
"00209";"ACIDO NALIDIXICO";"SUS";"120 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"ACIDO NALIDIXICO";"120 mL";"SUS";"120 mL";1.0
"00210";"ACIDO NALIDIXICO";"SUS";"125 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"ACIDO NALIDIXICO";"125 mL";"SUS";"125 mL";1.0
"00211";"ACIDO NALIDIXICO";"SUS";"60 mL";"125 mg/5 mL";0.0;"N";"N";"N";"";"SUS";"0";"ACIDO NALIDIXICO";"60 mL";"SUS";"60 mL";1.0
"00212";"ACIDO NALIDIXICO";"SUS";"120 mL";"250 mg/5 mL";0.0;"N";"S";"N";"";"SUS";"0";"ACIDO NALIDIXICO";"120 mL";"SUS";"120 mL";1.0
"00213";"ACIDO NALIDIXICO";"TAB";"";"1 g";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO NALIDIXICO";"";"TAB";"UNIDAD";1.0
"00214";"ACIDO NALIDIXICO";"TAB";"";"500 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO NALIDIXICO";"";"TAB";"UNIDAD";1.0
"00215";"ACIDO NIFLUMICO";"CRM";"100 g";"3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO NIFLUMICO";"100 g";"CRM";"100 g";1.0
"00216";"ACIDO NIFLUMICO";"CRM";"25 g";"3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO NIFLUMICO";"25 g";"CRM";"25 g";1.0
"00217";"ACIDO NIFLUMICO";"CRM";"50 g";"3 g/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ACIDO NIFLUMICO";"50 g";"CRM";"50 g";1.0
"00218";"ACIDO PAMIDRONICO";"INY";"";"90 mg";0.0;"S";"N";"S";"";"INY";"0";"ACIDO PAMIDRONICO";"";"INY";"UNIDAD";1.0
"00219";"ACIDO PIPEMIDICO COMBINACIONES";"TAB";"";"";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO PIPEMIDICO COMBINACIONES";"";"TAB";"UNIDAD";1.0
"00220";"ACIDO RISEDRONICO";"TAB";"";"5 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO RISEDRONICO";"";"TAB";"UNIDAD";1.0
"00221";"ACIDO TIAPROFENICO";"TAB";"";"200 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO TIAPROFENICO";"";"TAB";"UNIDAD";1.0
"00222";"ACIDO TIAPROFENICO";"TAB";"";"300 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO TIAPROFENICO";"";"TAB";"UNIDAD";1.0
"00223";"ACIDO TRANEXAMICO";"INY";"10 mL";"1 g";0.0;"S";"N";"S";"";"INY";"0";"ACIDO TRANEXAMICO";"10 mL";"INY";"10 mL";1.0
"00224";"ACIDO TRANEXAMICO";"INY";"2.5 mL";"250 mg";0.0;"N";"N";"N";"";"INY";"0";"ACIDO TRANEXAMICO";"2.5 mL";"INY";"2.5 mL";1.0
"00225";"ACIDO TRANEXAMICO";"TAB";"";"250 mg";0.0;"S";"N";"S";"";"TAB";"0";"ACIDO TRANEXAMICO";"";"TAB";"UNIDAD";1.0
"00226";"ACIDO URSODEOXICOLICO";"TAB";"";"250 mg";0.0;"N";"N";"N";"";"TAB";"0";"ACIDO URSODEOXICOLICO";"";"TAB";"UNIDAD";1.0
"00227";"ACIDO VALPROICO";"JBE";"120 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO VALPROICO";"120 mL";"JBE";"120 mL";1.0
"00228";"ACIDO VALPROICO";"JBE";"240 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO VALPROICO";"240 mL";"JBE";"240 mL";1.0
"00229";"ACIDO VALPROICO";"JBE";"60 mL";"250 mg/5 mL";0.0;"N";"N";"N";"";"JBE";"0";"ACIDO VALPROICO";"60 mL";"JBE";"60 mL";1.0
"00230";"PREPARACIONES DE ACIDOS BILIARES";"TAB";"";"";0.0;"N";"N";"N";"2022-05-10";"TAB";"1";"PREPARACIONES DE ACIDOS BILIARES";"";"TAB";"";0.0
"00231";"ACITRETINA";"TAB";"";"25 mg";0.0;"S";"N";"S";"";"TAB";"0";"ACITRETINA";"";"TAB";"UNIDAD";1.0
"00232";"ADAPALENO";"CRM";"25 g";"100 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ADAPALENO";"25 g";"CRM";"25 g";1.0
"00233";"ADAPALENO";"CRM";"30 g";"100 mg/100 g";0.0;"N";"N";"N";"";"CRM";"0";"ADAPALENO";"30 g";"CRM";"30 g";1.0
"00234";"ADENOSINA";"INY";"2 mL";"6 mg/2 mL";0.0;"S";"N";"S";"";"INY";"0";"ADENOSINA";"2 mL";"INY";"2 mL";1.0
"00235";"ADIFENINA + PROPIFENAZONA";"TAB";"";"20 mg + 220 mg";0.0;"N";"N";"N";"";"TAB";"0";"ADIFENINA + PROPIFENAZONA";"";"TAB";"UNIDAD";1.0
"00236";"AESCINA + FOSFOLIPIDOS ESENCIALES + HEPARINA SODICA";"GEL";"40 g";"1 g + 1 g + 10000 UI/100 g";0.0;"N";"N";"N";"";"GEL";"0";"AESCINA + FOSFOLIPIDOS ESENCIALES + HEPARINA SODICA";"40 g";"GEL";"40 g";1.0
"00237";"AESCINA + FOSFOLIPIDOS ESENCIALES + RUTOSIDO";"TAB";"";"90 mg + 75 mg + 20 mg";0.0;"N";"N";"N";"";"TAB";"0";"AESCINA + FOSFOLIPIDOS ESENCIALES + RUTOSIDO";"";"TAB";"UNIDAD";1.0
"00238";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"EMUL";"120 mL";"300 mg + 28.22 g + 33.34 mg/100 mL";0.0;"N";"N";"N";"2022-05-10";"EMUL";"1";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"120 mL";"EMUL";"120 mL";1.0
"00239";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"EMUL";"180 mL";"300 mg + 28.22 g + 33.34 mg/100 mL";0.0;"N";"N";"N";"";"EMUL";"0";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"180 mL";"EMUL";"180 mL";1.0
"00240";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"EMUL";"390 mL";"300 mg + 28.22 g + 33.34 mg/100 mL";0.0;"N";"N";"N";"";"EMUL";"0";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"390 mL";"EMUL";"390 mL";1.0
"00241";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"EMUL";"60 mL";"300 mg + 28.22 g + 33.34 mg/100 mL";0.0;"N";"N";"N";"";"EMUL";"0";"AGAR + PETROLATO LIQUIDO + PICOSULFATO SODICO";"60 mL";"EMUL";"60 mL";1.0
