idsolicitud,monto,fechareg
"000007989","1.00","2020-09-07"
"000007990","1.00","2020-09-07"
"000007991","1.00","2020-09-07"
"000007992","2.00","2020-09-08"
"000007993","2.00","2020-09-08"
"000007994","1.00","2020-09-08"
"000007995","1.00","2020-09-08"
"000007996","1.00","2020-09-08"
"000007997","1.00","2020-09-08"
"000007998","1.00","2020-09-08"
"000007999","1.00","2020-09-08"
"000008000","2.00","2020-09-08"
"000008001","1.00","2020-09-08"
"000008002","1.00","2020-09-08"
"000008003","2.00","2020-09-08"
"000008004","1.00","2020-09-08"
"000008005","1.00","2020-09-08"
"000008006","1.00","2020-09-08"
"000008007","1.00","2020-09-08"
"000008008","1.00","2020-09-09"
"000008009","1.00","2020-09-09"
"000008010","2.00","2020-09-09"
"000008011","1.00","2020-09-09"
"000008012","1.00","2020-09-09"
"000008013","1.00","2020-09-09"
"000008014","1.00","2020-09-09"
"000008015","2.00","2020-09-09"
"000008016","1.00","2020-09-09"
"000008017","1.00","2020-09-09"
"000008018","1.00","2020-09-09"
"000008019","1.00","2020-09-09"
"000008020","1.00","2020-09-10"
"000008021","1.00","2020-09-10"
"000008022","1.00","2020-09-10"
"000008023","1.00","2020-09-10"
"000008024","1.00","2020-09-10"
"000008025","1.00","2020-09-10"
"000008026","1.00","2020-09-10"
"000008027","1.00","2020-09-10"
"000008028","1.00","2020-09-10"
"000008029","1.00","2020-09-10"
"000008030","1.00","2020-09-10"
"000008032","2.00","2020-09-10"
"000008033","1.00","2020-09-10"
"000008034","1.00","2020-09-10"
"000008035","1.00","2020-09-10"
"000008036","1.00","2020-09-10"
"000008037","1.00","2020-09-10"
"000008038","2.00","2020-09-10"
"000008039","2.00","2020-09-10"
"000008040","1.00","2020-09-11"
"000008041","1.00","2020-09-11"
"000008042","2.00","2020-09-11"
"000008044","1.00","2020-09-11"
"000008045","1.00","2020-09-11"
"000008046","1.00","2020-09-11"
"000008047","1.00","2020-09-11"
"000008048","1.00","2020-09-11"
"000008049","1.00","2020-09-11"
"000008050","1.00","2020-09-11"
"000008051","1.00","2020-09-11"
"000008052","1.00","2020-09-11"
"000008053","1.00","2020-09-11"
"000008054","1.00","2020-09-11"
"000008055","1.00","2020-09-12"
"000008056","1.00","2020-09-12"
"000008057","1.00","2020-09-12"
"000008058","1.00","2020-09-12"
"000008059","1.00","2020-09-12"
"000008060","1.00","2020-09-12"
"000008061","1.00","2020-09-12"
"000008062","1.00","2020-09-12"
"000008063","1.00","2020-09-12"
"000008064","1.00","2020-09-12"
"000008065","1.00","2020-09-12"
"000008066","1.00","2020-09-12"
"000008067","1.00","2020-09-12"
"000008068","1.00","2020-09-14"
"000008069","1.00","2020-09-14"
"000008070","1.00","2020-09-14"
"000008071","1.00","2020-09-14"
"000008072","1.00","2020-09-14"
"000008073","2.00","2020-09-14"
"000008074","2.00","2020-09-14"
"000008075","1.00","2020-09-14"
"000008076","1.00","2020-09-14"
"000008077","1.00","2020-09-14"
"000008078","1.00","2020-09-14"
"000008079","1.00","2020-09-14"
"000008080","1.00","2020-09-14"
"000008081","2.00","2020-09-14"
"000008082","2.00","2020-09-14"
"000008083","1.00","2020-09-14"
"000008084","1.00","2020-09-14"
"000008085","1.00","2020-09-14"
"000008086","2.00","2020-09-14"
"000008087","2.00","2020-09-14"
"000008088","1.00","2020-09-14"
"000008089","1.00","2020-09-14"
"000008090","1.00","2020-09-14"
"000008091","1.00","2020-09-14"
"000008092","1.00","2020-09-14"
"000008093","1.00","2020-09-14"
"000008094","1.00","2020-09-14"
"000008095","1.00","2020-09-14"
"000008096","1.00","2020-09-14"
"000008097","1.00","2020-09-14"
"000008098","1.00","2020-09-15"
"000008099","1.00","2020-09-15"
"000008100","1.00","2020-09-15"
"000008101","1.00","2020-09-15"
"000008102","1.00","2020-09-15"
"000008103","4.00","2020-09-15"
"000008104","4.00","2020-09-15"
"000008105","1.00","2020-09-15"
"000008106","1.00","2020-09-15"
"000008107","1.00","2020-09-15"
"000008108","1.00","2020-09-15"
"000008109","1.00","2020-09-15"
"000008110","1.00","2020-09-15"
"000008111","4.00","2020-09-15"
"000008112","1.00","2020-09-15"
"000008113","1.00","2020-09-15"
"000008114","1.00","2020-09-15"
"000008115","1.00","2020-09-15"
"000008116","1.00","2020-09-15"
"000008117","1.00","2020-09-15"
"000008118","2.00","2020-09-15"
"000008119","1.00","2020-09-15"
"000008120","1.00","2020-09-15"
"000008121","1.00","2020-09-16"
"000008122","1.00","2020-09-16"
"000008123","1.00","2020-09-16"
"000008124","1.00","2020-09-16"
"000008125","1.00","2020-09-16"
"000008126","1.00","2020-09-16"
"000008127","1.00","2020-09-16"
"000008128","1.00","2020-09-16"
"000008129","1.00","2020-09-16"
"000008130","1.00","2020-09-16"
"000008131","1.00","2020-09-16"
"000008132","3.00","2020-09-16"
"000008134","1.00","2020-09-16"
"000008135","1.00","2020-09-16"
"000008136","1.00","2020-09-16"
"000008137","1.00","2020-09-16"
"000008138","2.00","2020-09-16"
"000008139","1.00","2020-09-16"
"000008140","1.00","2020-09-16"
"000008141","1.00","2020-09-16"
"000008142","1.00","2020-09-16"
"000008143","1.00","2020-09-16"
"000008144","1.00","2020-09-16"
"000008145","1.00","2020-09-16"
"000008146","1.00","2020-09-17"
"000008147","1.00","2020-09-17"
"000008148","1.00","2020-09-17"
"000008149","2.00","2020-09-17"
"000008150","1.00","2020-09-17"
"000008151","1.00","2020-09-17"
"000008152","1.00","2020-09-17"
"000008153","1.00","2020-09-17"
"000008154","1.00","2020-09-17"
"000008155","1.00","2020-09-17"
"000008156","1.00","2020-09-17"
"000008157","1.00","2020-09-17"
"000008158","1.00","2020-09-17"
"000008159","1.00","2020-09-17"
"000008160","1.00","2020-09-17"
"000008161","1.00","2020-09-17"
"000008162","1.00","2020-09-17"
"000008163","1.00","2020-09-18"
"000008164","1.00","2020-09-18"
"000008165","1.00","2020-09-18"
"000008166","1.00","2020-09-18"
"000008167","1.00","2020-09-18"
"000008168","1.00","2020-09-18"
"000008169","1.00","2020-09-18"
"000008170","1.00","2020-09-18"
"000008171","1.00","2020-09-18"
"000008173","1.00","2020-09-18"
"000008174","1.00","2020-09-18"
"000008175","1.00","2020-09-18"
"000008176","1.00","2020-09-18"
"000008177","1.00","2020-09-18"
"000008178","1.00","2020-09-18"
"000008179","2.00","2020-09-18"
"000008180","1.00","2020-09-18"
"000008181","1.00","2020-09-18"
"000008182","1.00","2020-09-18"
"000008183","2.00","2020-09-18"
"000008184","1.00","2020-09-18"
"000008185","1.00","2020-09-18"
"000008186","1.00","2020-09-18"
"000008187","1.00","2020-09-18"
"000008188","1.00","2020-09-18"
"000008189","1.00","2020-09-18"
"000008190","2.00","2020-09-18"
"000008191","1.00","2020-09-19"
"000008192","1.00","2020-09-19"
"000008193","1.00","2020-09-19"
"000008194","1.00","2020-09-21"
"000008195","2.00","2020-09-21"
"000008196","2.00","2020-09-21"
"000008197","2.00","2020-09-21"
"000008198","1.00","2020-09-21"
"000008200","1.00","2020-09-21"
"000008201","1.00","2020-09-21"
"000008202","1.00","2020-09-21"
"000008203","1.00","2020-09-21"
"000008204","1.00","2020-09-21"
"000008205","2.00","2020-09-21"
"000008206","1.00","2020-09-21"
"000008207","1.00","2020-09-21"
"000008208","1.00","2020-09-21"
"000008210","1.00","2020-09-21"
"000008211","2.00","2020-09-21"
"000008212","1.00","2020-09-21"
"000008213","1.00","2020-09-22"
"000008214","1.00","2020-09-22"
"000008215","1.00","2020-09-22"
"000008216","1.00","2020-09-22"
"000008217","2.00","2020-09-22"
"000008218","1.00","2020-09-22"
"000008219","1.00","2020-09-22"
"000008220","1.00","2020-09-22"
"000008221","1.00","2020-09-22"
"000008222","1.00","2020-09-22"
"000008223","1.00","2020-09-22"
"000008224","1.00","2020-09-22"
"000008225","2.00","2020-09-22"
"000008226","1.00","2020-09-22"
"000008227","1.00","2020-09-22"
"000008228","1.00","2020-09-22"
"000008229","1.00","2020-09-22"
"000008230","1.00","2020-09-22"
"000008231","2.00","2020-09-22"
"000008232","1.00","2020-09-22"
"000008233","1.00","2020-09-23"
"000008234","1.00","2020-09-23"
"000008235","2.00","2020-09-23"
"000008236","1.00","2020-09-23"
"000008237","1.00","2020-09-23"
"000008238","1.00","2020-09-23"
"000008239","1.00","2020-09-23"
"000008241","1.00","2020-09-23"
"000008242","1.00","2020-09-23"
"000008243","2.00","2020-09-23"
"000008244","1.00","2020-09-23"
"000008245","1.00","2020-09-23"
"000008246","1.00","2020-09-23"
"000008247","1.00","2020-09-23"
"000008248","1.00","2020-09-23"
"000008249","1.00","2020-09-23"
"000008250","1.00","2020-09-23"
"000008251","2.00","2020-09-24"
"000008252","1.00","2020-09-24"
"000008253","1.00","2020-09-24"
"000008254","1.00","2020-09-24"
"000008255","1.00","2020-09-24"
"000008256","1.00","2020-09-24"
"000008257","8.00","2020-09-24"
"000008258","1.00","2020-09-24"
"000008259","1.00","2020-09-24"
"000008260","1.00","2020-09-24"
"000008261","1.00","2020-09-24"
"000008262","1.00","2020-09-24"
"000008263","1.00","2020-09-25"
"000008264","1.00","2020-09-25"
"000008265","1.00","2020-09-25"
"000008266","2.00","2020-09-25"
"000008267","1.00","2020-09-25"
"000008268","1.00","2020-09-25"
"000008269","1.00","2020-09-25"
"000008270","1.00","2020-09-25"
"000008271","1.00","2020-09-25"
"000008272","2.00","2020-09-25"
"000008273","2.00","2020-09-25"
"000008274","1.00","2020-09-25"
"000008275","1.00","2020-09-25"
"000008276","2.00","2020-09-25"
"000008277","2.00","2020-09-25"
"000008278","1.00","2020-09-25"
"000008279","1.00","2020-09-26"
"000008280","1.00","2020-09-26"
"000008281","1.00","2020-09-26"
"000008282","1.00","2020-09-26"
"000008283","1.00","2020-09-26"
"000008284","1.00","2020-09-26"
"000008285","1.00","2020-09-26"
"000008286","2.00","2020-09-26"
"000008288","1.00","2020-09-26"
"000008289","1.00","2020-09-26"
"000008290","1.00","2020-09-26"
"000008291","1.00","2020-09-26"
"000008292","1.00","2020-09-26"
"000008293","2.00","2020-09-28"
"000008294","1.00","2020-09-28"
"000008295","1.00","2020-09-28"
"000008296","3.00","2020-09-28"
"000008297","1.00","2020-09-28"
"000008298","2.00","2020-09-28"
"000008299","1.00","2020-09-28"
"000008300","1.00","2020-09-28"
"000008301","1.00","2020-09-28"
"000008302","1.00","2020-09-28"
"000008303","8.00","2020-09-28"
"000008304","1.00","2020-09-28"
"000008305","1.00","2020-09-28"
"000008306","8.00","2020-09-28"
"000008307","1.00","2020-09-28"
"000008308","1.00","2020-09-28"
"000008309","1.00","2020-09-28"
"000008310","1.00","2020-09-28"
"000008311","1.00","2020-09-28"
"000008312","1.00","2020-09-28"
"000008313","2.00","2020-09-28"
"000008314","2.00","2020-09-28"
"000008316","1.00","2020-09-28"
"000008317","1.00","2020-09-28"
"000008318","2.00","2020-09-28"
"000008319","3.00","2020-09-29"
"000008320","1.00","2020-09-29"
"000008321","1.00","2020-09-29"
"000008322","1.00","2020-09-29"
"000008323","1.00","2020-09-29"
"000008324","3.00","2020-09-29"
"000008326","1.00","2020-09-29"
"000008327","1.00","2020-09-29"
"000008328","1.00","2020-09-29"
"000008329","2.00","2020-09-29"
"000008330","1.00","2020-09-29"
"000008331","1.00","2020-09-29"
"000008332","1.00","2020-09-29"
"000008333","1.00","2020-09-29"
"000008334","1.00","2020-09-29"
"000008335","1.00","2020-09-29"
"000008336","1.00","2020-09-29"
"000008337","1.00","2020-09-29"
"000008338","4.00","2020-09-29"
"000008339","2.00","2020-09-29"
"000008340","2.00","2020-09-29"
"000008341","1.00","2020-09-29"
"000008342","1.00","2020-09-29"
"000008344","1.00","2020-09-29"
"000008345","1.00","2020-09-30"
"000008346","1.00","2020-09-30"
"000008347","1.00","2020-09-30"
"000008348","2.00","2020-09-30"
"000008349","2.00","2020-09-30"
"000008350","1.00","2020-09-30"
"000008351","1.00","2020-09-30"
"000008352","1.00","2020-09-30"
"000008353","1.00","2020-09-30"
"000008354","1.00","2020-09-30"
"000008355","8.00","2020-09-30"
"000008356","1.00","2020-09-30"
"000008357","1.00","2020-09-30"
"000008358","1.00","2020-09-30"
"000008359","2.00","2020-09-30"
"000008360","1.00","2020-09-30"
"000008361","1.00","2020-09-30"
"000008362","1.00","2020-09-30"
"000008363","1.00","2020-09-30"
"000008364","1.00","2020-09-30"
"000008365","8.00","2020-09-30"
"000008366","1.00","2020-09-30"
"000008367","1.00","2020-09-30"
"000008368","1.00","2020-09-30"
"000008369","1.00","2020-09-30"
"000008370","1.00","2020-09-30"
"000008371","1.00","2020-09-30"
"000008372","1.00","2020-09-30"
"000008373","2.00","2020-09-30"
"000008374","1.00","2020-09-30"
"000008375","1.00","2020-09-30"
"000008376","1.00","2020-09-30"
"000008377","1.00","2020-09-30"
"000008378","1.00","2020-09-30"
"000008379","1.00","2020-09-30"
"000008380","1.00","2020-09-30"
"000008381","1.00","2020-09-30"
"000008382","1.00","2020-09-30"
"000008383","1.00","2020-09-30"
"000008384","1.00","2020-09-30"
"000008385","1.00","2020-09-30"
"000008386","1.00","2020-09-30"
"000008387","1.00","2020-10-01"
"000008388","1.00","2020-10-01"
"000008389","2.00","2020-10-01"
"000008390","2.00","2020-10-01"
"000008391","1.00","2020-10-01"
"000008392","1.00","2020-10-01"
"000008393","3.00","2020-10-01"
"000008394","1.00","2020-10-01"
"000008395","1.00","2020-10-01"
"000008396","1.00","2020-10-01"
"000008397","1.00","2020-10-01"
"000008398","1.00","2020-10-01"
"000008399","2.00","2020-10-02"
"000008400","1.00","2020-10-02"
"000008401","1.00","2020-10-02"
"000008402","1.00","2020-10-02"
"000008403","1.00","2020-10-02"
"000008404","1.00","2020-10-02"
"000008405","1.00","2020-10-02"
"000008406","1.00","2020-10-02"
"000008407","1.00","2020-10-02"
"000008409","1.00","2020-10-02"
"000008410","8.00","2020-10-02"
"000008411","1.00","2020-10-02"
"000008412","1.00","2020-10-02"
"000008413","1.00","2020-10-02"
"000008414","1.00","2020-10-02"
"000008415","1.00","2020-10-02"
"000008416","1.00","2020-10-02"
"000008417","2.00","2020-10-02"
"000008418","1.00","2020-10-02"
"000008419","1.00","2020-10-02"
"000008421","1.00","2020-10-02"
"000008422","1.00","2020-10-02"
"000008423","1.00","2020-10-02"
"000008424","1.00","2020-10-02"
"000008425","1.00","2020-10-03"
"000008426","1.00","2020-10-03"
"000008427","1.00","2020-10-03"
"000008428","1.00","2020-10-03"
"000008429","1.00","2020-10-03"
"000008430","1.00","2020-10-03"
"000008431","1.00","2020-10-03"
"000008432","1.00","2020-10-03"
"000008433","1.00","2020-10-03"
"000008434","1.00","2020-10-03"
"000008435","2.00","2020-10-03"
"000008436","1.00","2020-10-03"
"000008437","1.00","2020-10-03"
"000008438","2.00","2020-10-03"
"000008439","1.00","2020-10-03"
"000008440","1.00","2020-10-03"
"000008441","1.00","2020-10-03"
"000008442","1.00","2020-10-03"
"000008443","1.00","2020-10-05"
"000008444","3.00","2020-10-05"
"000008445","1.00","2020-10-05"
"000008446","2.00","2020-10-05"
"000008447","4.00","2020-10-05"
"000008448","1.00","2020-10-05"
"000008449","1.00","2020-10-05"
"000008450","2.00","2020-10-05"
"000008451","1.00","2020-10-05"
"000008452","1.00","2020-10-05"
"000008453","1.00","2020-10-05"
"000008454","4.00","2020-10-06"
"000008455","2.00","2020-10-06"
"000008456","1.00","2020-10-06"
"000008457","1.00","2020-10-06"
"000008458","1.00","2020-10-06"
"000008459","1.00","2020-10-06"
"000008460","1.00","2020-10-06"
"000008461","1.00","2020-10-06"
"000008462","1.00","2020-10-06"
"000008463","1.00","2020-10-06"
"000008464","1.00","2020-10-06"
"000008466","1.00","2020-10-06"
"000008467","8.00","2020-10-06"
"000008468","1.00","2020-10-06"
"000008469","8.00","2020-10-06"
"000008470","1.00","2020-10-06"
"000008471","1.00","2020-10-06"
"000008473","1.00","2020-10-06"
"000008474","1.00","2020-10-06"
"000008475","1.00","2020-10-06"
"000008476","1.00","2020-10-06"
"000008477","1.00","2020-10-06"
"000008478","1.00","2020-10-07"
"000008479","1.00","2020-10-07"
"000008480","1.00","2020-10-07"
"000008481","1.00","2020-10-07"
"000008482","1.00","2020-10-07"
"000008483","1.00","2020-10-07"
"000008484","1.00","2020-10-07"
"000008485","1.00","2020-10-07"
"000008488","1.00","2020-10-07"
"000008489","1.00","2020-10-07"
"000008490","1.00","2020-10-07"
"000008491","1.00","2020-10-07"
"000008492","1.00","2020-10-07"
"000008493","1.00","2020-10-07"
"000008494","1.00","2020-10-07"
"000008495","1.00","2020-10-07"
"000008496","1.00","2020-10-07"
"000008497","2.00","2020-10-07"
"000008498","1.00","2020-10-07"
"000008499","1.00","2020-10-07"
"000008500","1.00","2020-10-08"
"000008501","1.00","2020-10-08"
"000008502","1.00","2020-10-08"
"000008503","1.00","2020-10-08"
"000008504","1.00","2020-10-08"
"000008505","1.00","2020-10-08"
"000008506","1.00","2020-10-08"
"000008507","1.00","2020-10-08"
"000008508","2.00","2020-10-08"
"000008509","1.00","2020-10-08"
"000008510","1.00","2020-10-08"
"000008511","1.00","2020-10-08"
"000008512","1.00","2020-10-08"
"000008513","1.00","2020-10-08"
"000008514","1.00","2020-10-08"
"000008515","1.00","2020-10-08"
"000008516","1.00","2020-10-08"
"000008517","1.00","2020-10-08"
"000008518","1.00","2020-10-08"
"000008519","1.00","2020-10-08"
"000008520","1.00","2020-10-08"
"000008521","1.00","2020-10-08"
"000008522","1.00","2020-10-08"
"000008523","1.00","2020-10-08"
"000008524","1.00","2020-10-08"
"000008525","2.00","2020-10-08"
"000008526","1.00","2020-10-09"
"000008527","1.00","2020-10-09"
"000008528","1.00","2020-10-09"
"000008529","1.00","2020-10-09"
"000008530","3.00","2020-10-09"
"000008531","1.00","2020-10-09"
"000008532","1.00","2020-10-09"
"000008533","1.00","2020-10-09"
"000008534","1.00","2020-10-09"
"000008535","2.00","2020-10-09"
"000008536","1.00","2020-10-09"
"000008537","1.00","2020-10-09"
"000008538","1.00","2020-10-09"
"000008539","1.00","2020-10-09"
"000008540","1.00","2020-10-09"
"000008541","1.00","2020-10-09"
"000008542","4.00","2020-10-09"
"000008543","1.00","2020-10-09"
"000008544","2.00","2020-10-10"
"000008545","1.00","2020-10-10"
"000008546","1.00","2020-10-10"
"000008547","2.00","2020-10-10"
"000008548","1.00","2020-10-10"
"000008549","1.00","2020-10-10"
"000008550","1.00","2020-10-12"
"000008552","1.00","2020-10-12"
"000008553","1.00","2020-10-12"
"000008554","1.00","2020-10-12"
"000008555","1.00","2020-10-12"
"000008557","1.00","2020-10-12"
"000008558","1.00","2020-10-12"
"000008559","1.00","2020-10-12"
"000008560","1.00","2020-10-12"
"000008561","1.00","2020-10-12"
"000008562","1.00","2020-10-12"
"000008563","1.00","2020-10-12"
"000008564","2.00","2020-10-12"
"000008565","2.00","2020-10-12"
"000008566","1.00","2020-10-12"
"000008567","1.00","2020-10-12"
"000008568","8.00","2020-10-13"
"000008570","1.00","2020-10-13"
"000008571","3.00","2020-10-13"
"000008572","1.00","2020-10-13"
"000008573","1.00","2020-10-13"
"000008574","1.00","2020-10-13"
"000008575","1.00","2020-10-13"
"000008576","2.00","2020-10-13"
"000008577","1.00","2020-10-13"
"000008578","2.00","2020-10-13"
"000008579","1.00","2020-10-13"
"000008580","1.00","2020-10-13"
"000008581","1.00","2020-10-13"
"000008582","1.00","2020-10-13"
"000008583","1.00","2020-10-13"
"000008584","2.00","2020-10-13"
"000008585","1.00","2020-10-13"
"000008586","1.00","2020-10-13"
"000008587","1.00","2020-10-13"
"000008588","1.00","2020-10-13"
"000008590","1.00","2020-10-13"
"000008591","3.00","2020-10-13"
"000008592","1.00","2020-10-13"
"000008593","1.00","2020-10-13"
"000008594","1.00","2020-10-14"
