"PRCD_ID_PROCEDIMIENTO";"PRCD_V_CODPRO_MINSA";"PRCD_V_CODPROCEDIMIENTO";"PRCD_V_DESPROCEDIMIENTO";"PRCD_I_ESTADO";"PRCD_D_FECBAJA";"PRCD_V_CODSEG";"PRCD_V_CODGRU";"PRCD_V_CODSUB";"PRCD_V_DOCUMENTO";"PRCD_I_IDUSUARIOCREA";"PRCD_D_FECCREA";"PRCD_V_DOCUMENTOCREA";"PRCD_I_IDUSUARIOACT";"PRCD_D_FECACT";"PRCD_V_DOCUMENTOACT";"PRCD_B_FLAGREGISTROELIMINADO";"PRCD_C_CONDICION";"PRCD_V_TIPORESULTADO";"PRCD_V_CODPROCEDIMEQUIVALEN"
166;"97010";"97010";"Aplicación de agente físico, energía térmica, acústica, luminosa, mecánica, eléctrica";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
167;"";"D1225";"Aplicación de barniz fluorado";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
168;"29010";"29010";"Aplicación de corsé";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
169;"29125";"29125";"Aplicación de férula corta para el brazo o pierna";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
170;"29130";"29130";"Aplicación de férula digital";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
171;"29105";"29105";"Aplicación de férula larga para el brazo o pierna";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
172;"15400";"15400";"Aplicación de injerto heterólogo de piel";"0";"";"";"04";"42";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
173;"D1351";"D1351";"Aplicación de sellante";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
174;"";".04.01.01.10.00";"Aplicación de sellantes - Autocurado";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
175;"";".04.01.01.11.00";"Aplicación de sellantes - Fotocurado";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
176;"20690";"20690";"Aplicación de sistema de fijación en un solo plano (clavijas o alambres)";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
177;"20692";"20692";"Aplicación de sistema de fijación en varios planos";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
178;"29200";"29200";"Aplicación de vendaje";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
179;"29035";"29035";"Aplicación de yeso corporal, hombro hasta caderas";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
180;"29075";"29075";"Aplicación de yeso corto de brazo o pierna";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
181;"29065";"29065";"Aplicación de yeso de hombro a mano (largo, del brazo)";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
182;"29085";"29085";"Aplicación de yeso de mano a antebrazo bajo (guante)";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
183;"29305";"29305";"Aplicación de yeso en espiga de la cadera";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
184;"29345";"29345";"Aplicación de yeso largo para la pierna (muslo a tobillo o dedos)";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
185;"29450";"29450";"Aplicación de yeso para pie zambo, moldeado, o manipulación, largo o corto para la pierna";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
186;"29435";"29435";"Aplicación de yeso rotuliano con soporte para el tendón";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
187;"77776";"77776";"Aplicación intersticial del radioelemento";"0";"";"";"03";"3B";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
188;"77761";"77761";"Aplicación intracavitaria del radioelemento";"0";"";"";"03";"3B";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
189;"77789";"77789";"Aplicación superficial del radioelemento";"0";"";"";"03";"3B";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
190;"";"41710";"Aplicación tópica de fluoruro";"1";"";"";"03";"34";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
191;"D1204";"D1204";"Aplicación tópica de flúor en adultos, incluido profilaxis dental";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
192;"";"D1205";"Aplicación tópica de flúor en adultos, sin profilaxis dental";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
193;"";"D1201";"Aplicación tópica de flúor en niños, incluido profilaxis dental, (Aplicación de flúor gel acidulado al 1,23%.";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
194;"";"D1203";"Aplicación tópica de flúor en niños, sin profilaxis dental, (Aplicación flúor gel neutro).";"0";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
195;"82172";"82172";"Apolipoproteina";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
196;"";".03.01.01.02.00";"Arco cigomático unilateral";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
197;"31400";"31400";"Aritenoidectomía o aritenoidopexia";"0";"";"";"04";"48";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
198;"";".03.02.07.04.00";"Arterias y venas de miembros superiores e inferior";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
199;"75658";"75658";"Arteriografía braquial retrógrada";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
200;"";"75650b";"Arteriografía cerebral bilateral";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
201;"";".03.04.02.02.00";"Arteriografía cerebral bilateral";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
202;"";".03.04.02.01.00";"Arteriografía cerebral unilateral";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
203;"75650";"75650";"Arteriografía cervicocerebral (6 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
204;"75705";"75705";"Arteriografía espinal";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
205;"75710";"75710";"Arteriografía periférica (4 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
206;"";".03.04.07.06.00";"Arteriografía periférica bilateral";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
207;"";".03.04.07.05.00";"Arteriografía periférica unilateral";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
208;"75726";"75726";"Arteriografía visceral (6 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
209;"72200";"72200";"Articulaciones sacroilíacas";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
210;"70328";"70328";"Articulación Temporo maxilar (2 placas)";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
211;"20600";"20600";"Artrocentesis, aspiración y/o inyección";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
212;"26841";"26841";"Artrodesis de articulación carpometacarpiana, metacarpofalángica, o interfalángica";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
213;"27871";"27871";"Artrodesis de articulación tibioperonea proximal o distal";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
214;"27284";"27284";"Artrodesis de cadera";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
215;"23800";"23800";"Artrodesis de hombro";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
216;"25800";"25800";"Artrodesis de muñeca";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
217;"27580";"27580";"Artrodesis de rodilla";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
218;"27282";"27282";"Artrodesis de sínfisis del pubis";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
219;"27870";"27870";"Artrodesis de tobillo";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
220;"28755";"28755";"Artrodesis interfalángica";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
221;"28730";"28730";"Artrodesis mediotarsal o tarsometatarsiana";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
222;"28750";"28750";"Artrodesis metatarsofalángica";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
223;"28705";"28705";"Artrodesis panastragalina";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
224;"27280";"27280";"Artrodesis sacroilíaca";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
225;"28725";"28725";"Artrodesis subastragalina";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
226;"28715";"28715";"Artrodesis triple";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
227;"22590";"22590";"Artrodesis vertebral posterior";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
228;"22548";"22548";"Artrodesis vertebral, técnica anterior";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
229;"24800";"24800";"Artrodesis, articulación de codo";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
230;"73525";"73525";"Artrografía  (5 placas)  artrografía de cadera";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
231;"73115";"73115";"Artrografía  (5 placas)  artrografía de muñeca";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
232;"73085";"73085";"Artrografía  (5 placas)  artrografía del codo";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
233;"73542";"73542";"Artrografía  (5 placas)  artrografía sacro iliaca";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
234;"73580";"73580";"Artrografía  (5 placas) artrografía rodilla";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
235;"73615";"73615";"Artrografía  (5 placas) artrografía tobillo";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
236;"73040";"73040";"Artrografía  (5 placas), artrografía del hombro";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
237;"70332";"70332";"Artrografía  temporomandibular";"0";"";"";"02";"21";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
238;"26530";"26530";"Artroplastia de articulación metacarpofalángica, interfalángica";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
239;"23470";"23470";"Artroplastía articulación glenohumeral, hemiartroplastía";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
240;"24360";"24360";"Artroplastía de codo, cabeza de radio";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
241;"25332";"25332";"Artroplastía de muñeca";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
242;"27437";"27437";"Artroplastía de rodilla";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
243;"27700";"27700";"Artroplastía de tobillo";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
244;"27130";"27130";"Artroplastía, reemplazo protésico acetabular y femoralproximal (reemplazo total de cadera)";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
245;"29800";"29800";"Artroscopia diagnóstica";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
246;"29804";"29804";"Artroscopia quirúrgica";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
247;"23044";"23044";"Artrotomía acromioclavicular, esternoclavicular incluyendo exploración, drenaje, extirpación de cuerpo extraño, biopsia";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
248;"26070";"26070";"Artrotomía con exploración, drenaje,  extirpación de cuerpo suelto o cuerpo extraño o biopsia en articulación carpometacarpiana, metacarpofalángica o interfalángica";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
249;"25105";"25105";"Artrotomía de articulación de la muñeca, radiocubital distal";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
250;"23040";"23040";"Artrotomía de articulación glenohumeral, incluyendo exploración, drenaje, extirpación de cuerpo extraño, biopsia";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
251;"25040";"25040";"Artrotomía de articulación radiocarpal o mediocarpal, con exploración, drenaje o extirpación de cuerpo extraño";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
252;"21010";"21010";"Artrotomía de articulación temporomandibular";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
253;"27030";"27030";"Artrotomía de cadera, incluyendo exploración, o extirpación de cuerpo suelto o de cuerpo extraño o drenaje o biopsia";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
254;"24000";"24000";"Artrotomía de codo, incluyendo exploración, drenaje o extirpación de cuerpo extraño";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
255;"27310";"27310";"Artrotomía de rodilla con exploración, drenaje, extirpación de cuerpo extraño o biopsia sinovial";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
256;"27403";"27403";"Artrotomía de rodilla con reparación de menisco";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
257;"27610";"27610";"Artrotomía de tobillo, incluyendo exploración, drenaje o extirpación de cuerpo extraño";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
258;"28020";"28020";"Artrotomía intertarsiana, tarsometatarsiana e interfalángica, incluyendo exploración, drenaje, extirpación de cuerpo suelto o de cuerpo extraño o biopsia";"0";"";"";"04";"43";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
259;"86606";"86606";"Aspergilus,  anticuerpos";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
260;"67415";"67415";"Aspiración de contenidos orbitales con aguja fina";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
261;"60001";"60001";"Aspiración de quiste tiroideo";"0";"";"";"03";"3E";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
262;"20615";"20615";"Aspiración e inyección para tratamiento de quiste óseo";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
263;"67015";"67015";"Aspiración o liberación de vítreo, fluído subretinal o coroidal vía pars plana";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
264;"62268";"62268";"Aspiración percutánea, quiste de médula espinal o cavidad siringomiélica";"0";"";"";"03";"3A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
265;"";"51000";"Aspiración vesical";"0";"";"";"03";"3C";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
266;"50390";"50390";"Aspiración y/o inyección con aguja, de quiste o pelvis renal";"0";"";"";"04";"4A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
267;"31645";"31645";"Aspirado Bronquial";"0";"";"";"03";"31";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
268;"";".05.01.04.08.00";"Aspirado Bronquial";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
269;"59510";"59510";"Atención obstétrica de rutina: atención preparto, parto por cesárea y atención postparto";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
270;"59400";"59400";"Atención obstétrica de rutina: atención preparto, parto vaginal (c/s episiotomía y/o forceps) y atención postparto";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
271;"35480";"35480";"Aterectomía periférica transluminal, abierta";"0";"";"";"04";"49";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
272;"35490";"35490";"Aterectomía periférica trasluminal percutánea";"0";"";"";"04";"49";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
273;"92557";"92557";"Audiometría";"0";"";"";"03";"3D";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
274;"33478";"33478";"Aumento de la vía de flujo de salida con o sin comisurotomía o resección infundibular";"0";"";"";"04";"49";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
275;"94656";"94656";"Ayuda y manejo de la ventilación, inicio de ventiladores de presión o de volumen prefijados para larespiración asistida o controlada, primer día";"0";"";"";"03";"31";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
276;"";".02.02.02.03.00";"Azul de Metileno";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
277;"";".02.02.08.03.00";"Azúl de metileno";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
278;"87115";"87115";"BACILOSCOPIA: BK";"0";"";"";"01";"12";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
279;"86924";"86924";"BANCO DE SANGRE: LEUCOFERESIS";"0";"";"";"01";"15";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
280;"78820";"78820";"BIOPSIA DIRIGIDA X FLUOROSCOPIA";"0";"";"";"03";"30";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
281;"78821";"78821";"BIOPSIA POR ECOGRAFIA";"0";"";"";"03";"30";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
282;"78822";"78822";"BIOPSIA X TAC";"0";"";"";"03";"30";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
283;"61750";"61750";"BIOPSIA-CEREBRAL POR ESTEROTAXIA";"0";"";"";"03";"3A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
284;"77501";"77501";"BRAQUITERAPIA DE CONTACTO";"0";"";"";"03";"3E";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
285;"86006";"86006";"BRUCELLA ESTUDIO SEROLOGICO COMPLETO";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
286;"86007";"86007";"BRUCELLA: 2-MERCAPTOETANOL";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
287;"86008";"86008";"BRUCELLA: AGLUTINACIONES BLOQUEADORES";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
288;"86010";"86010";"BRUCELLA:FENOMENO DE ZONA";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
289;"86009";"86009";"BRUCELLA:ROSA DE BENGALA";"0";"";"";"01";"14";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
290;"93978";"93978";"Barrido dúplex de la aorta, vena cava inferior, vasculatura iliaca o injertos de revascularización,estudio completo";"0";"";"";"03";"33";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
291;"80154";"80154";"Benzodiazepinas";"0";"";"";"01";"19";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
292;"82232";"82232";"Beta 2 microglobulina";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
293;"82247";"82247";"Bilirrubinas total y fracciónadas";"0";"";"";"01";"11";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
294;"42400";"42400";"Biopsia de Glándula salival";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
295;"85102";"85102";"Biopsia de MEDULA OSEA";"0";"";"";"03";"30";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
296;"68100";"68100";"Biopsia de conjuntiva";"0";"";"";"03";"38";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
297;"65410";"65410";"Biopsia de córnea";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
298;"58100";"58100";"Biopsia de endometrio";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
299;"54800";"54800";"Biopsia de epidídimo con aguja";"0";"";"";"03";"39";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
300;"43605";"43605";"Biopsia de estómago por laparotomía";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
301;"68510";"68510";"Biopsia de glándula lacrimal - saco lacrimal";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
302;"20220";"20220";"Biopsia de hueso";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
303;"40490";"40490";"Biopsia de labios, cavidad oral";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
304;"41100";"41100";"Biopsia de lengua o piso de la boca";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
305;"19100";"19100";"Biopsia de mama";"0";"";"";"03";"3E";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
306;"49180";"49180";"Biopsia de masa abdominal o retroperitoneal";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
307;"57100";"57100";"Biopsia de mucosa vaginal";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
308;"62269";"62269";"Biopsia de médula espinal, aguja percutánea";"0";"";"";"03";"3A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
309;"20200";"20200";"Biopsia de músculo";"0";"";"";"03";"36";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
310;"67350";"67350";"Biopsia de músculo extraocular";"0";"";"";"04";"45";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
311;"64795";"64795";"Biopsia de nervio";"0";"";"";"03";"3A";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
312;"";".05.03.08.01.00";"Biopsia de nervios periféricos";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
313;"58900";"58900";"Biopsia de ovario";"0";"";"";"04";"40";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
314;"69100";"69100";"Biopsia de pabellón auricular o conducto auditivo externo";"0";"";"";"03";"3D";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
315;"42100";"42100";"Biopsia de paladar, úvula";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
316;"45100";"45100";"Biopsia de pared anorectal, abordaje anal";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
317;"54100";"54100";"Biopsia de pene";"0";"";"";"03";"39";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
318;"11100";"11100";"Biopsia de piel, tejido celular subcutáneo y/o membrana mucosa (incluye sutura simple), lesión simple.";"0";"";"";"03";"32";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
319;"55700";"55700";"Biopsia de próstata";"0";"";"";"03";"39";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
320;"48100";"48100";"Biopsia de páncreas, abierta";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
321;"48102";"48102";"Biopsia de páncreas, percutánea";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
322;"67810";"67810";"Biopsia de párpado";"0";"";"";"03";"38";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
323;"";".04.03.02.01.00";"Biopsia de tejidos blandos";"1";"";"";"00";"00";"-";1;"2014-04-14";"-";0;"";"-";0;"E";"V";""
324;"54505";"54505";"Biopsia de testículo incisional";"0";"";"";"04";"47";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
325;"53200";"53200";"Biopsia de uretra";"0";"";"";"03";"39";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
326;"56605";"56605";"Biopsia de vulva o perineo";"0";"";"";"03";"35";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
327;"42800";"42800";"Biopsia faríngea";"0";"";"";"03";"34";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
328;"47100";"47100";"Biopsia hepática, en cuña";"0";"";"";"04";"41";"-";1;"2014-04-14";"-";1;"2018-04-04";"-";0;"E";"V";""
